ts_utc,ts_ms,date_cn,symbol,venue,base,bid,ask,mid,spread_bp,bid_sz,ask_sz,last,usdt_vol_24h
2026-09-12T15:14:12.522Z,1789226052522,2026-09-12,RTSLAUSDT,spot,TSLA,365.26,365.66,365.46000000000004,10.9451,26.6119,34.56,365.59,5749588541.92996
2026-09-12T15:14:12.522Z,1789226052522,2026-09-12,TSLAUSDT,perp,TSLA,365.88,365.89,365.885,0.2733,0.05,0.05,365.84,2248801.7047
2026-09-12T15:14:12.522Z,1789226052522,2026-09-12,RNVDAUSDT,spot,NVDA,218.89,218.96,218.925,3.1974,1.1148,118.5221,218.89,11003249415.648361
2026-09-12T15:14:12.522Z,1789226052522,2026-09-12,NVDAUSDT,perp,NVDA,219.43,219.44,219.435,0.4557,22.7,458.34,219.4,3334816.9849
2026-09-12T15:14:12.522Z,1789226052522,2026-09-12,RAAPLUSDT,spot,AAPL,331.53,332.86,332.195,40.0367,0.6358,0.4998,331.53,10995.887322
2026-09-12T15:14:12.522Z,1789226052522,2026-09-12,AAPLUSDT,perp,AAPL,333.67,333.68,333.675,0.2997,14.09,7.12,333.64,1775368.5888
2026-09-12T15:14:12.522Z,1789226052522,2026-09-12,RMETAUSDT,spot,META,647.4,648.27,647.835,13.4293,10.56,11.16,648.25,7277799922.571505
2026-09-12T15:14:12.522Z,1789226052522,2026-09-12,METAUSDT,perp,META,649.72,649.73,649.725,0.1539,0.07,0.01,649.73,573888.8254
2026-09-12T15:14:12.522Z,1789226052522,2026-09-12,RGOOGLUSDT,spot,GOOGL,339.13,339.26,339.195,3.8326,0.0884,0.6177,339.13,5444703477.450317
2026-09-12T15:14:12.522Z,1789226052522,2026-09-12,GOOGLUSDT,perp,GOOGL,339.82,339.84,339.83,0.5885,7.39,2.11,339.92,1808353.729
2026-09-12T15:14:12.522Z,1789226052522,2026-09-12,RSPYUSDT,spot,SPY,764.34,765.72,765.03,18.0385,20.3839,28.0669,765.72,25176602920.071472
2026-09-12T15:14:12.522Z,1789226052522,2026-09-12,SPYUSDT,perp,SPY,765.94,765.95,765.945,0.1306,0.15,2734.42,765.9,315346.3556
2026-09-12T15:14:12.522Z,1789226052522,2026-09-12,RQQQUSDT,spot,QQQ,714.59,715.09,714.84,6.9946,25.2,20.13,715.09,12024.180061
2026-09-12T15:14:12.522Z,1789226052522,2026-09-12,QQQUSDT,perp,QQQ,716.0,716.01,716.005,0.1397,2.65,0.82,716.06,2019708.6114
2026-09-12T15:14:12.522Z,1789226052522,2026-09-12,RSOXLUSDT,spot,SOXL,122.27,122.28,122.275,0.8178,5.0,200.0,122.28,2894773969.214765
2026-09-12T15:14:12.522Z,1789226052522,2026-09-12,SOXLUSDT,perp,SOXL,122.34,122.35,122.345,0.8174,22.02,6.55,122.35,20457571.8418
2026-09-12T15:14:12.522Z,1789226052522,2026-09-12,RHOODUSDT,spot,HOOD,112.14,112.37,112.255,20.4891,2.0344,1.432,112.14,1058154432.8052182
2026-09-12T15:14:12.522Z,1789226052522,2026-09-12,HOODUSDT,perp,HOOD,112.44,112.45,112.445,0.8893,43.12,25.86,112.46,463391.4659
2026-09-12T15:14:12.522Z,1789226052522,2026-09-12,RMRVLUSDT,spot,MRVL,236.11,237.23,236.67000000000002,47.3233,1.164,1.428,235.95,2373892765.7845907
2026-09-12T15:14:12.522Z,1789226052522,2026-09-12,MRVLUSDT,perp,MRVL,237.19,237.2,237.195,0.4216,0.2,160.82,237.2,1922627.0976
2026-09-12T15:14:39.506Z,1789226079506,2026-09-12,RTSLAUSDT,spot,TSLA,365.26,365.66,365.46000000000004,10.9451,26.6119,34.56,365.59,5749588541.92996
2026-09-12T15:14:39.506Z,1789226079506,2026-09-12,TSLAUSDT,perp,TSLA,365.88,365.89,365.885,0.2733,0.05,0.05,365.84,2248801.7047
2026-09-12T15:14:39.506Z,1789226079506,2026-09-12,RNVDAUSDT,spot,NVDA,218.89,218.93,218.91,1.8272,0.8731,0.4421,218.96,11003249521.476706
2026-09-12T15:14:39.506Z,1789226079506,2026-09-12,NVDAUSDT,perp,NVDA,219.43,219.44,219.435,0.4557,22.7,281.3,219.4,3334816.9849
2026-09-12T15:14:39.506Z,1789226079506,2026-09-12,RAAPLUSDT,spot,AAPL,331.53,332.86,332.195,40.0367,0.6014,0.4998,331.53,11007.291954
2026-09-12T15:14:39.506Z,1789226079506,2026-09-12,AAPLUSDT,perp,AAPL,333.67,333.68,333.675,0.2997,14.09,7.12,333.64,1775368.5888
2026-09-12T15:14:39.506Z,1789226079506,2026-09-12,RMETAUSDT,spot,META,647.4,648.27,647.835,13.4293,10.56,11.16,648.25,7277799922.571505
2026-09-12T15:14:39.506Z,1789226079506,2026-09-12,METAUSDT,perp,META,649.73,649.75,649.74,0.3078,0.01,0.07,649.73,573888.8254
2026-09-12T15:14:39.506Z,1789226079506,2026-09-12,RGOOGLUSDT,spot,GOOGL,339.12,339.26,339.19,4.1275,2.4171,0.6177,339.12,5444703520.553353
2026-09-12T15:14:39.506Z,1789226079506,2026-09-12,GOOGLUSDT,perp,GOOGL,339.83,339.84,339.835,0.2943,124.57,2.11,339.92,1808353.729
2026-09-12T15:14:39.506Z,1789226079506,2026-09-12,RSPYUSDT,spot,SPY,764.34,765.72,765.03,18.0385,20.3839,28.0669,765.72,25176602920.071472
2026-09-12T15:14:39.506Z,1789226079506,2026-09-12,SPYUSDT,perp,SPY,765.94,765.95,765.945,0.1306,0.15,2734.28,765.9,315346.3556
2026-09-12T15:14:39.506Z,1789226079506,2026-09-12,RQQQUSDT,spot,QQQ,714.59,715.09,714.84,6.9946,25.2,20.13,715.09,12024.180061
2026-09-12T15:14:39.506Z,1789226079506,2026-09-12,QQQUSDT,perp,QQQ,716.0,716.01,716.005,0.1397,2.86,0.59,716.01,2019722.9316
2026-09-12T15:14:39.506Z,1789226079506,2026-09-12,RSOXLUSDT,spot,SOXL,122.27,122.28,122.275,0.8178,5.0,200.0,122.28,2894773969.214765
2026-09-12T15:14:39.506Z,1789226079506,2026-09-12,SOXLUSDT,perp,SOXL,122.34,122.35,122.345,0.8174,17.45,2.26,122.35,20457571.8418
2026-09-12T15:14:39.506Z,1789226079506,2026-09-12,RHOODUSDT,spot,HOOD,112.14,112.37,112.255,20.4891,2.0344,1.432,112.14,1058154432.8052182
2026-09-12T15:14:39.506Z,1789226079506,2026-09-12,HOODUSDT,perp,HOOD,112.45,112.46,112.455,0.8892,42.71,40.08,112.46,463391.4659
2026-09-12T15:14:39.506Z,1789226079506,2026-09-12,RMRVLUSDT,spot,MRVL,236.07,237.23,236.64999999999998,49.0175,1.3439,1.428,236.06,2373893094.7451887
2026-09-12T15:14:39.506Z,1789226079506,2026-09-12,MRVLUSDT,perp,MRVL,237.2,237.21,237.20499999999998,0.4216,0.2,163.24,237.2,1922627.0976
2026-09-12T15:15:19.100Z,1789226119100,2026-09-12,RTSLAUSDT,spot,TSLA,365.26,365.66,365.46000000000004,10.9451,26.6119,34.56,365.59,5749588541.92996
2026-09-12T15:15:19.100Z,1789226119100,2026-09-12,TSLAUSDT,perp,TSLA,365.87,365.88,365.875,0.2733,0.13,0.05,365.84,2243260.5019
2026-09-12T15:15:19.100Z,1789226119100,2026-09-12,RNVDAUSDT,spot,NVDA,218.89,218.93,218.91,1.8272,0.6314,0.2005,218.89,11003249574.382418
2026-09-12T15:15:19.100Z,1789226119100,2026-09-12,NVDAUSDT,perp,NVDA,219.43,219.44,219.435,0.4557,20.3,280.9,219.36,3325467.2738
2026-09-12T15:15:19.100Z,1789226119100,2026-09-12,RAAPLUSDT,spot,AAPL,331.53,332.86,332.195,40.0367,0.5669,0.4998,331.53,11018.729739
2026-09-12T15:15:19.100Z,1789226119100,2026-09-12,AAPLUSDT,perp,AAPL,333.68,333.69,333.685,0.2997,0.38,14.33,333.67,1773447.1667
2026-09-12T15:15:19.100Z,1789226119100,2026-09-12,RMETAUSDT,spot,META,647.4,648.27,647.835,13.4293,10.56,11.16,648.25,7277799922.571505
2026-09-12T15:15:19.100Z,1789226119100,2026-09-12,METAUSDT,perp,META,649.65,649.68,649.665,0.4618,0.07,0.01,649.73,573875.7785
2026-09-12T15:15:19.100Z,1789226119100,2026-09-12,RGOOGLUSDT,spot,GOOGL,339.12,339.26,339.19,4.1275,2.29,0.6177,339.12,5444703563.655505
2026-09-12T15:15:19.100Z,1789226119100,2026-09-12,GOOGLUSDT,perp,GOOGL,339.82,339.83,339.825,0.2943,7.39,2.1,339.92,1780513.7403
2026-09-12T15:15:19.100Z,1789226119100,2026-09-12,RSPYUSDT,spot,SPY,764.34,765.72,765.03,18.0385,20.3839,28.0669,765.72,25176602920.071472
2026-09-12T15:15:19.100Z,1789226119100,2026-09-12,SPYUSDT,perp,SPY,765.94,765.95,765.945,0.1306,0.44,2734.28,765.9,315170.3597
2026-09-12T15:15:19.100Z,1789226119100,2026-09-12,RQQQUSDT,spot,QQQ,714.59,715.09,714.84,6.9946,25.2,20.13,715.09,12024.180061
2026-09-12T15:15:19.100Z,1789226119100,2026-09-12,QQQUSDT,perp,QQQ,716.0,716.01,716.005,0.1397,2.91,0.59,716.01,2019286.0091
2026-09-12T15:15:19.100Z,1789226119100,2026-09-12,RSOXLUSDT,spot,SOXL,122.27,122.28,122.275,0.8178,5.0,200.0,122.28,2894773969.214765
2026-09-12T15:15:19.100Z,1789226119100,2026-09-12,SOXLUSDT,perp,SOXL,122.36,122.37,122.36500000000001,0.8172,11.86,672.7,122.36,20401882.1065
2026-09-12T15:15:19.100Z,1789226119100,2026-09-12,RHOODUSDT,spot,HOOD,112.14,112.37,112.255,20.4891,2.0344,1.432,112.14,1058154432.8052182
2026-09-12T15:15:19.100Z,1789226119100,2026-09-12,HOODUSDT,perp,HOOD,112.45,112.46,112.455,0.8892,43.12,40.07,112.45,459871.1732
2026-09-12T15:15:19.100Z,1789226119100,2026-09-12,RMRVLUSDT,spot,MRVL,236.06,237.23,236.64499999999998,49.4411,0.4759,1.428,236.06,2373893423.684632
