ts_utc,ts_ms,date_cn,symbol,venue,base,bid,ask,mid,spread_bp,bid_sz,ask_sz,last,usdt_vol_24h
2026-09-14T04:57:11.862Z,1789361831862,2026-09-14,RAAPLUSDT,spot,AAPL,329.45,329.6,329.525,4.552,11.0,42.0,329.6,35590941.79
2026-09-14T04:57:11.862Z,1789361831862,2026-09-14,AAPLUSDT,perp,AAPL,329.76,329.77,329.765,0.3032,365.38,0.78,329.82,1152203.0371
2026-09-14T04:57:11.862Z,1789361831862,2026-09-14,RMETAUSDT,spot,META,640.31,640.5,640.405,2.9669,4.0,1.0,640.33,34632328.209144
2026-09-14T04:57:11.862Z,1789361831862,2026-09-14,METAUSDT,perp,META,640.97,641.04,641.005,1.092,3.44,0.07,641.35,1030312.6254
2026-09-14T04:57:11.862Z,1789361831862,2026-09-14,RGOOGLUSDT,spot,GOOGL,335.61,335.74,335.675,3.8728,1.0,24.0,335.65,34985478.920136
2026-09-14T04:57:11.862Z,1789361831862,2026-09-14,GOOGLUSDT,perp,GOOGL,336.04,336.07,336.055,0.8927,6.79,222.75,336.12,2173175.8347
2026-09-14T04:57:11.862Z,1789361831862,2026-09-14,RSPYUSDT,spot,SPY,760.3,760.38,760.3399999999999,1.0522,56.0,543.0,760.37,52537069.225496
2026-09-14T04:57:11.862Z,1789361831862,2026-09-14,SPYUSDT,perp,SPY,761.29,761.3,761.295,0.1314,13.27,0.01,761.37,7835810.621
2026-09-14T04:57:11.862Z,1789361831862,2026-09-14,RQQQUSDT,spot,QQQ,705.9,705.96,705.9300000000001,0.8499,380.0,5.0,705.88,216535392.66
2026-09-14T04:57:11.862Z,1789361831862,2026-09-14,QQQUSDT,perp,QQQ,706.85,706.86,706.855,0.1415,659.13,6.14,706.92,5554002.8679
2026-09-14T04:57:11.862Z,1789361831862,2026-09-14,RSOXLUSDT,spot,SOXL,112.2,112.3,112.25,8.9087,127.0,148.0,112.22,310600775.19
2026-09-14T04:57:11.862Z,1789361831862,2026-09-14,SOXLUSDT,perp,SOXL,112.5,112.51,112.505,0.8888,13.3,40.89,112.5,58624703.2797
2026-09-14T04:57:11.862Z,1789361831862,2026-09-14,RHOODUSDT,spot,HOOD,112.12,112.2,112.16,7.1327,12.0,352.0,112.11,9864172.620424
2026-09-14T04:57:11.862Z,1789361831862,2026-09-14,HOODUSDT,perp,HOOD,112.2,112.22,112.21000000000001,1.7824,25.86,0.54,112.17,3055976.8814
2026-09-14T04:57:11.862Z,1789361831862,2026-09-14,RMRVLUSDT,spot,MRVL,226.0,226.2,226.1,8.8456,10.0,1.0,225.97,43724341.281802
2026-09-14T04:57:11.862Z,1789361831862,2026-09-14,MRVLUSDT,perp,MRVL,226.3,226.32,226.31,0.8837,369.0,19.26,226.33,2466303.8618
2026-09-14T04:58:11.869Z,1789361891869,2026-09-14,RTSLAUSDT,spot,TSLA,360.5,360.59,360.54499999999996,2.4962,4.0,14.0,360.55,48797848.078184
2026-09-14T04:58:11.869Z,1789361891869,2026-09-14,TSLAUSDT,perp,TSLA,360.92,360.94,360.93,0.5541,0.12,3.58,360.9,2204207.996
2026-09-14T04:58:11.869Z,1789361891869,2026-09-14,RNVDAUSDT,spot,NVDA,214.86,214.96,214.91000000000003,4.6531,47.0,25.0,214.9,141275642.434679
2026-09-14T04:58:11.869Z,1789361891869,2026-09-14,NVDAUSDT,perp,NVDA,215.19,215.2,215.195,0.4647,4.68,274.15,215.22,21380899.6664
2026-09-14T04:58:11.869Z,1789361891869,2026-09-14,RAAPLUSDT,spot,AAPL,329.45,329.6,329.525,4.552,10.0,77.0,329.6,35590941.79
2026-09-14T04:58:11.869Z,1789361891869,2026-09-14,AAPLUSDT,perp,AAPL,329.76,329.77,329.765,0.3032,365.38,0.78,329.82,1152203.0371
2026-09-14T04:58:11.869Z,1789361891869,2026-09-14,RMETAUSDT,spot,META,640.35,640.84,640.595,7.6491,10.0,10.0,640.41,34646416.039144
2026-09-14T04:58:11.869Z,1789361891869,2026-09-14,METAUSDT,perp,META,641.02,641.12,641.0699999999999,1.5599,0.08,0.07,641.35,1030312.6254
2026-09-14T04:58:11.869Z,1789361891869,2026-09-14,RGOOGLUSDT,spot,GOOGL,335.61,335.65,335.63,1.1918,2.0,4.0,335.65,34985478.920136
2026-09-14T04:58:11.869Z,1789361891869,2026-09-14,GOOGLUSDT,perp,GOOGL,336.04,336.06,336.05,0.5951,3.92,2.87,336.04,2173175.8347
2026-09-14T04:58:11.869Z,1789361891869,2026-09-14,RSPYUSDT,spot,SPY,760.3,760.38,760.3399999999999,1.0522,56.0,243.0,760.37,52537069.225496
2026-09-14T04:58:11.869Z,1789361891869,2026-09-14,SPYUSDT,perp,SPY,761.29,761.3,761.295,0.1314,13.27,0.2,761.37,7835810.621
2026-09-14T04:58:11.869Z,1789361891869,2026-09-14,RQQQUSDT,spot,QQQ,705.9,705.96,705.9300000000001,0.8499,180.0,5.0,705.88,216535392.66
2026-09-14T04:58:11.869Z,1789361891869,2026-09-14,QQQUSDT,perp,QQQ,706.85,706.86,706.855,0.1415,502.19,6.14,706.92,5554002.8679
2026-09-14T04:58:11.869Z,1789361891869,2026-09-14,RSOXLUSDT,spot,SOXL,112.21,112.28,112.245,6.2364,89.0,330.0,112.25,310726129.92
2026-09-14T04:58:11.869Z,1789361891869,2026-09-14,SOXLUSDT,perp,SOXL,112.5,112.51,112.505,0.8888,9.44,2429.83,112.49,58634965.3422
2026-09-14T04:58:11.869Z,1789361891869,2026-09-14,RHOODUSDT,spot,HOOD,112.07,112.2,112.13499999999999,11.5932,900.0,350.0,112.11,9864396.840424
2026-09-14T04:58:11.869Z,1789361891869,2026-09-14,HOODUSDT,perp,HOOD,112.2,112.25,112.225,4.4553,26.4,24.12,112.17,3055976.8814
2026-09-14T04:58:11.869Z,1789361891869,2026-09-14,RMRVLUSDT,spot,MRVL,226.0,226.2,226.1,8.8456,10.0,1.0,225.97,43724341.281802
2026-09-14T04:58:11.869Z,1789361891869,2026-09-14,MRVLUSDT,perp,MRVL,226.38,226.39,226.385,0.4417,283.19,0.23,226.33,2466303.8618
2026-09-14T04:59:11.879Z,1789361951879,2026-09-14,RTSLAUSDT,spot,TSLA,360.5,360.62,360.56,3.3282,3.0,12.0,360.53,48823450.288184
2026-09-14T04:59:11.879Z,1789361951879,2026-09-14,TSLAUSDT,perp,TSLA,360.93,360.94,360.935,0.2771,0.12,16.24,360.9,2204207.996
2026-09-14T04:59:11.879Z,1789361951879,2026-09-14,RNVDAUSDT,spot,NVDA,214.9,214.94,214.92000000000002,1.8612,24.0,38.0,214.9,141285957.634679
2026-09-14T04:59:11.879Z,1789361951879,2026-09-14,NVDAUSDT,perp,NVDA,215.21,215.22,215.215,0.4647,8.69,297.17,215.22,21380899.6664
2026-09-14T04:59:11.879Z,1789361951879,2026-09-14,RAAPLUSDT,spot,AAPL,329.5,329.6,329.55,3.0344,20.0,72.0,329.6,35598522.59
2026-09-14T04:59:11.879Z,1789361951879,2026-09-14,AAPLUSDT,perp,AAPL,329.82,329.83,329.825,0.3032,228.19,0.81,329.82,1152203.0371
2026-09-14T04:59:11.879Z,1789361951879,2026-09-14,RMETAUSDT,spot,META,640.35,640.67,640.51,4.996,17.0,1.0,640.36,34695733.679144
2026-09-14T04:59:11.879Z,1789361951879,2026-09-14,METAUSDT,perp,META,641.02,641.1,641.06,1.2479,0.08,3.43,641.35,1030215.3807
2026-09-14T04:59:11.879Z,1789361951879,2026-09-14,RGOOGLUSDT,spot,GOOGL,335.61,335.65,335.63,1.1918,2.0,18.0,335.61,34987492.550136
2026-09-14T04:59:11.879Z,1789361951879,2026-09-14,GOOGLUSDT,perp,GOOGL,336.03,336.04,336.03499999999997,0.2976,0.11,287.55,336.04,2174852.6953
2026-09-14T04:59:11.879Z,1789361951879,2026-09-14,RSPYUSDT,spot,SPY,760.33,760.38,760.355,0.6576,500.0,3.0,760.37,52537069.225496
2026-09-14T04:59:11.879Z,1789361951879,2026-09-14,SPYUSDT,perp,SPY,761.29,761.3,761.295,0.1314,13.27,13.83,761.37,7835810.621
2026-09-14T04:59:11.879Z,1789361951879,2026-09-14,RQQQUSDT,spot,QQQ,705.96,706.03,705.995,0.9915,81.0,160.0,706.02,216604581.48
2026-09-14T04:59:11.879Z,1789361951879,2026-09-14,QQQUSDT,perp,QQQ,706.89,706.9,706.895,0.1415,106.52,0.45,706.92,5554002.8679
2026-09-14T04:59:11.879Z,1789361951879,2026-09-14,RSOXLUSDT,spot,SOXL,112.28,112.32,112.3,3.5619,1.0,133.0,112.3,311360202.83
2026-09-14T04:59:11.879Z,1789361951879,2026-09-14,SOXLUSDT,perp,SOXL,112.57,112.58,112.57499999999999,0.8883,18.88,2500.77,112.57,58642531.7878
2026-09-14T04:59:11.879Z,1789361951879,2026-09-14,RHOODUSDT,spot,HOOD,112.07,112.2,112.13499999999999,11.5932,900.0,390.0,112.08,9919542.860424
2026-09-14T04:59:11.879Z,1789361951879,2026-09-14,HOODUSDT,perp,HOOD,112.25,112.26,112.255,0.8908,52.59,16.58,112.17,3055917.7705
2026-09-14T04:59:11.879Z,1789361951879,2026-09-14,RMRVLUSDT,spot,MRVL,226.09,226.25,226.17000000000002,7.0743,3.0,87.0,226.2,43742888.881802
2026-09-14T04:59:11.879Z,1789361951879,2026-09-14,MRVLUSDT,perp,MRVL,226.41,226.42,226.415,0.4417,253.44,19.06,226.33,2466292.2263
