ts_utc,ts_ms,date_cn,symbol,venue,base,bid,ask,mid,spread_bp,bid_sz,ask_sz,last,usdt_vol_24h,source,in_ours_top
2026-09-12T15:14:12.522Z,1789226052522,2026-09-12,RMRVLUSDT,spot,MRVL,236.11,237.23,236.67000000000002,47.3233,1.164,1.428,235.95,2373892765.7845907,b-side,1
2026-09-12T15:14:12.522Z,1789226052522,2026-09-12,RNVDAUSDT,spot,NVDA,218.89,218.96,218.925,3.1974,1.1148,118.5221,218.89,11003249415.648361,b-side,1
2026-09-12T15:14:12.522Z,1789226052522,2026-09-12,RQQQUSDT,spot,QQQ,714.59,715.09,714.84,6.9946,25.2,20.13,715.09,12024.180061,b-side,1
2026-09-12T15:14:12.522Z,1789226052522,2026-09-12,RSOXLUSDT,spot,SOXL,122.27,122.28,122.275,0.8178,5.0,200.0,122.28,2894773969.214765,b-side,1
2026-09-12T15:14:12.522Z,1789226052522,2026-09-12,RSPYUSDT,spot,SPY,764.34,765.72,765.03,18.0385,20.3839,28.0669,765.72,25176602920.071472,b-side,1
2026-09-12T15:14:12.522Z,1789226052522,2026-09-12,RTSLAUSDT,spot,TSLA,365.26,365.66,365.46000000000004,10.9451,26.6119,34.56,365.59,5749588541.92996,b-side,1
2026-09-12T15:14:12.522Z,1789226052522,2026-09-12,SOXLUSDT,perp,SOXL,122.34,122.35,122.345,0.8174,22.02,6.55,122.35,20457571.8418,b-side,1
2026-09-12T15:14:12.522Z,1789226052522,2026-09-12,SPYUSDT,perp,SPY,765.94,765.95,765.945,0.1306,0.15,2734.42,765.9,315346.3556,b-side,1
2026-09-12T15:14:12.522Z,1789226052522,2026-09-12,TSLAUSDT,perp,TSLA,365.88,365.89,365.885,0.2733,0.05,0.05,365.84,2248801.7047,b-side,1
2026-09-12T15:15:19.100Z,1789226119100,2026-09-12,AAPLUSDT,perp,AAPL,333.68,333.69,333.685,0.2997,0.38,14.33,333.67,1773447.1667,b-side,1
2026-09-12T15:15:19.100Z,1789226119100,2026-09-12,GOOGLUSDT,perp,GOOGL,339.82,339.83,339.825,0.2943,7.39,2.1,339.92,1780513.7403,b-side,1
2026-09-12T15:15:19.100Z,1789226119100,2026-09-12,HOODUSDT,perp,HOOD,112.45,112.46,112.455,0.8892,43.12,40.07,112.45,459871.1732,b-side,1
2026-09-12T15:15:19.100Z,1789226119100,2026-09-12,METAUSDT,perp,META,649.65,649.68,649.665,0.4618,0.07,0.01,649.73,573875.7785,b-side,1
2026-09-12T15:15:19.100Z,1789226119100,2026-09-12,MRVLUSDT,perp,MRVL,237.2,237.21,237.20499999999998,0.4216,1.21,161.74,237.2,1905607.7627,b-side,1
2026-09-12T15:15:19.100Z,1789226119100,2026-09-12,NVDAUSDT,perp,NVDA,219.43,219.44,219.435,0.4557,20.3,280.9,219.36,3325467.2738,b-side,1
2026-09-12T15:15:19.100Z,1789226119100,2026-09-12,QQQUSDT,perp,QQQ,716.0,716.01,716.005,0.1397,2.91,0.59,716.01,2019286.0091,b-side,1
2026-09-12T15:15:19.100Z,1789226119100,2026-09-12,RAAPLUSDT,spot,AAPL,331.53,332.86,332.195,40.0367,0.5669,0.4998,331.53,11018.729739,b-side,1
2026-09-12T15:15:19.100Z,1789226119100,2026-09-12,RGOOGLUSDT,spot,GOOGL,339.12,339.26,339.19,4.1275,2.29,0.6177,339.12,5444703563.655505,b-side,1
2026-09-12T15:15:19.100Z,1789226119100,2026-09-12,RHOODUSDT,spot,HOOD,112.14,112.37,112.255,20.4891,2.0344,1.432,112.14,1058154432.8052182,b-side,1
2026-09-12T15:15:19.100Z,1789226119100,2026-09-12,RMETAUSDT,spot,META,647.4,648.27,647.835,13.4293,10.56,11.16,648.25,7277799922.571505,b-side,1
2026-09-12T15:15:19.100Z,1789226119100,2026-09-12,RMRVLUSDT,spot,MRVL,236.06,237.23,236.64499999999998,49.4411,0.4759,1.428,236.06,2373893423.684632,b-side,1
2026-09-12T15:15:19.100Z,1789226119100,2026-09-12,RNVDAUSDT,spot,NVDA,218.89,218.93,218.91,1.8272,0.6314,0.2005,218.89,11003249574.382418,b-side,1
2026-09-12T15:15:19.100Z,1789226119100,2026-09-12,RQQQUSDT,spot,QQQ,714.59,715.09,714.84,6.9946,25.2,20.13,715.09,12024.180061,b-side,1
2026-09-12T15:15:19.100Z,1789226119100,2026-09-12,RSOXLUSDT,spot,SOXL,122.27,122.28,122.275,0.8178,5.0,200.0,122.28,2894773969.214765,b-side,1
2026-09-12T15:15:19.100Z,1789226119100,2026-09-12,RSPYUSDT,spot,SPY,764.34,765.72,765.03,18.0385,20.3839,28.0669,765.72,25176602920.071472,b-side,1
2026-09-12T15:15:19.100Z,1789226119100,2026-09-12,RTSLAUSDT,spot,TSLA,365.26,365.66,365.46000000000004,10.9451,26.6119,34.56,365.59,5749588541.92996,b-side,1
2026-09-12T15:15:19.100Z,1789226119100,2026-09-12,SOXLUSDT,perp,SOXL,122.36,122.37,122.36500000000001,0.8172,11.86,672.7,122.36,20401882.1065,b-side,1
2026-09-12T15:15:19.100Z,1789226119100,2026-09-12,SPYUSDT,perp,SPY,765.94,765.95,765.945,0.1306,0.44,2734.28,765.9,315170.3597,b-side,1
2026-09-12T15:15:19.100Z,1789226119100,2026-09-12,TSLAUSDT,perp,TSLA,365.87,365.88,365.875,0.2733,0.13,0.05,365.84,2243260.5019,b-side,1
2026-09-12T15:16:19.113Z,1789226179113,2026-09-12,AAPLUSDT,perp,AAPL,333.67,333.68,333.675,0.2997,13.87,7.15,333.67,1769588.9844,b-side,1
2026-09-12T15:16:19.113Z,1789226179113,2026-09-12,GOOGLUSDT,perp,GOOGL,339.89,339.91,339.9,0.5884,7.39,1.6,339.92,1764033.4009,b-side,1
2026-09-12T15:16:19.113Z,1789226179113,2026-09-12,HOODUSDT,perp,HOOD,112.45,112.46,112.455,0.8892,42.71,13.73,112.47,458243.5138,b-side,1
2026-09-12T15:16:19.113Z,1789226179113,2026-09-12,METAUSDT,perp,META,649.68,649.7,649.69,0.3078,3.43,0.07,649.65,573823.4125,b-side,1
2026-09-12T15:16:19.113Z,1789226179113,2026-09-12,MRVLUSDT,perp,MRVL,237.26,237.27,237.265,0.4215,4.54,514.86,237.21,1883324.4713,b-side,1
2026-09-12T15:16:19.113Z,1789226179113,2026-09-12,NVDAUSDT,perp,NVDA,219.46,219.47,219.465,0.4557,155.36,482.72,219.47,3327497.0558,b-side,1
2026-09-12T15:16:19.113Z,1789226179113,2026-09-12,QQQUSDT,perp,QQQ,716.0,716.01,716.005,0.1397,3.0,0.59,716.01,1989643.0461,b-side,1
2026-09-12T15:16:19.113Z,1789226179113,2026-09-12,RAAPLUSDT,spot,AAPL,331.64,332.86,332.25,36.7193,0.6039,0.4998,331.64,11041.575951,b-side,1
2026-09-12T15:16:19.113Z,1789226179113,2026-09-12,RGOOGLUSDT,spot,GOOGL,339.12,339.27,339.195,4.4222,2.0358,53.136,339.12,5444703649.859809,b-side,1
2026-09-12T15:16:19.113Z,1789226179113,2026-09-12,RHOODUSDT,spot,HOOD,112.14,112.37,112.255,20.4891,2.0344,1.432,112.14,1058154432.8052182,b-side,1
2026-09-12T15:16:19.113Z,1789226179113,2026-09-12,RMETAUSDT,spot,META,647.4,648.35,647.875,14.6633,10.2517,9.4631,648.35,7277800334.027073,b-side,1
2026-09-12T15:16:19.113Z,1789226179113,2026-09-12,RMRVLUSDT,spot,MRVL,236.02,237.23,236.625,51.1358,0.3052,1.428,236.04,2373894081.5652437,b-side,1
2026-09-12T15:16:19.113Z,1789226179113,2026-09-12,RNVDAUSDT,spot,NVDA,218.97,219.05,219.01,3.6528,0.3512,0.1105,219.0,11003250571.882261,b-side,1
