ts_utc,ts_ms,date_cn,symbol,venue,base,bid,ask,mid,spread_bp,bid_sz,ask_sz,last,usdt_vol_24h,source,in_ours_top
2026-09-12T15:35:19.267Z,1789227319267,2026-09-12,RSPYUSDT,spot,SPY,764.34,765.72,765.03,18.0385,20.3839,28.0669,765.72,25176602920.071472,b-side,1
2026-09-12T15:35:19.267Z,1789227319267,2026-09-12,RTSLAUSDT,spot,TSLA,365.26,365.66,365.46000000000004,10.9451,26.6119,34.4432,365.66,5749588584.639048,b-side,1
2026-09-12T15:35:19.267Z,1789227319267,2026-09-12,SOXLUSDT,perp,SOXL,122.47,122.48,122.475,0.8165,11.7,1331.67,122.46,18411621.7029,b-side,1
2026-09-12T15:35:19.267Z,1789227319267,2026-09-12,SPYUSDT,perp,SPY,766.0,766.01,766.005,0.1305,0.14,2715.43,765.93,298803.2528,b-side,1
2026-09-12T15:35:19.267Z,1789227319267,2026-09-12,TSLAUSDT,perp,TSLA,366.03,366.06,366.04499999999996,0.8196,6.49,0.13,366.04,1861823.5656,b-side,1
2026-09-12T15:36:38.961Z,1789227398961,2026-09-12,AAPLUSDT,perp,AAPL,333.62,333.63,333.625,0.2997,13.83,23.05,333.58,1694208.6676,b-side,1
2026-09-12T15:36:38.961Z,1789227398961,2026-09-12,GOOGLUSDT,perp,GOOGL,339.86,339.87,339.865,0.2942,6.79,27.07,340.0,1531232.2045,b-side,1
2026-09-12T15:36:38.961Z,1789227398961,2026-09-12,HOODUSDT,perp,HOOD,112.4,112.41,112.405,0.8896,96.1,0.48,112.43,423111.7307,b-side,1
2026-09-12T15:36:38.961Z,1789227398961,2026-09-12,METAUSDT,perp,META,649.74,649.81,649.775,1.0773,0.07,3.49,649.81,564907.8236,b-side,1
2026-09-12T15:36:38.961Z,1789227398961,2026-09-12,NVDAUSDT,perp,NVDA,219.31,219.32,219.315,0.456,51.17,30.85,219.28,3129191.7472,b-side,1
2026-09-12T15:36:38.961Z,1789227398961,2026-09-12,QQQUSDT,perp,QQQ,716.09,716.1,716.095,0.1396,0.25,1.01,716.1,1864316.6748,b-side,1
2026-09-12T15:36:38.961Z,1789227398961,2026-09-12,RAAPLUSDT,spot,AAPL,331.49,332.86,332.175,41.2433,0.7644,0.4998,331.45,11361.399412,b-side,1
2026-09-12T15:36:38.961Z,1789227398961,2026-09-12,RGOOGLUSDT,spot,GOOGL,339.01,339.3,339.155,8.5507,2.3463,0.6177,339.01,5444706299.1897745,b-side,1
2026-09-12T15:36:38.961Z,1789227398961,2026-09-12,RHOODUSDT,spot,HOOD,112.14,112.37,112.255,20.4891,2.0344,1.432,112.14,1058154432.8052182,b-side,1
2026-09-12T15:36:38.961Z,1789227398961,2026-09-12,RMETAUSDT,spot,META,647.4,648.6,648.0,18.5185,9.7558,9.36,648.49,7277802676.456906,b-side,1
2026-09-12T15:36:38.961Z,1789227398961,2026-09-12,RMRVLUSDT,spot,MRVL,236.13,236.52,236.325,16.5027,1.068,1.416,236.5,2373909897.8132105,b-side,1
2026-09-12T15:36:38.961Z,1789227398961,2026-09-12,RNVDAUSDT,spot,NVDA,218.72,218.97,218.845,11.4236,7.534,0.0948,218.92,11003254797.027546,b-side,1
2026-09-12T15:36:38.961Z,1789227398961,2026-09-12,RQQQUSDT,spot,QQQ,714.59,715.09,714.84,6.9946,25.0339,19.9483,715.09,12272.805313,b-side,1
2026-09-12T15:36:38.961Z,1789227398961,2026-09-12,RSOXLUSDT,spot,SOXL,122.27,122.28,122.275,0.8178,5.0,200.0,122.28,2894773969.214765,b-side,1
2026-09-12T15:36:38.961Z,1789227398961,2026-09-12,RSPYUSDT,spot,SPY,764.34,765.72,765.03,18.0385,20.3839,28.0669,765.72,25176602920.071472,b-side,1
2026-09-12T15:36:38.961Z,1789227398961,2026-09-12,RTSLAUSDT,spot,TSLA,365.26,365.66,365.46000000000004,10.9451,26.6119,34.4432,365.66,5749588584.639048,b-side,1
2026-09-12T15:36:38.961Z,1789227398961,2026-09-12,SOXLUSDT,perp,SOXL,122.5,122.51,122.505,0.8163,56.44,8.07,122.52,18377939.6394,b-side,1
2026-09-12T15:36:38.961Z,1789227398961,2026-09-12,SPYUSDT,perp,SPY,766.0,766.01,766.005,0.1305,0.14,2715.43,765.93,298795.5918,b-side,1
2026-09-12T15:36:38.961Z,1789227398961,2026-09-12,TSLAUSDT,perp,TSLA,366.0,366.03,366.015,0.8196,7.58,16.53,366.04,1859730.7133,b-side,1
2026-09-12T15:37:38.964Z,1789227458964,2026-09-12,AAPLUSDT,perp,AAPL,333.58,333.59,333.585,0.2998,33.8,0.67,333.62,1686205.1465,b-side,1
2026-09-12T15:37:38.964Z,1789227458964,2026-09-12,GOOGLUSDT,perp,GOOGL,339.85,339.86,339.855,0.2942,19.79,0.25,340.0,1530664.4767,b-side,1
2026-09-12T15:37:38.964Z,1789227458964,2026-09-12,HOODUSDT,perp,HOOD,112.38,112.39,112.38499999999999,0.8898,111.8,0.42,112.43,418887.6144,b-side,1
2026-09-12T15:37:38.964Z,1789227458964,2026-09-12,METAUSDT,perp,META,649.66,649.68,649.67,0.3078,3.48,0.07,649.81,564888.2192,b-side,1
2026-09-12T15:37:38.964Z,1789227458964,2026-09-12,MRVLUSDT,perp,MRVL,237.06,237.07,237.065,0.4218,0.46,601.65,237.15,1753914.2582,b-side,1
2026-09-12T15:37:38.964Z,1789227458964,2026-09-12,NVDAUSDT,perp,NVDA,219.31,219.32,219.315,0.456,31.76,30.5,219.28,3120506.5253,b-side,1
2026-09-12T15:37:38.964Z,1789227458964,2026-09-12,RAAPLUSDT,spot,AAPL,331.49,332.86,332.175,41.2433,0.7644,0.4998,331.45,11361.399412,b-side,1
2026-09-12T15:37:38.964Z,1789227458964,2026-09-12,RGOOGLUSDT,spot,GOOGL,339.01,339.3,339.155,8.5507,2.3463,0.6177,339.01,5444706299.1897745,b-side,1
2026-09-12T15:37:38.964Z,1789227458964,2026-09-12,RHOODUSDT,spot,HOOD,112.14,112.37,112.255,20.4891,2.0344,1.432,112.14,1058154432.8052182,b-side,1
2026-09-12T15:37:38.964Z,1789227458964,2026-09-12,RMETAUSDT,spot,META,647.4,648.6,648.0,18.5185,9.7558,9.36,648.49,7277802676.456906,b-side,1
2026-09-12T15:37:38.964Z,1789227458964,2026-09-12,RMRVLUSDT,spot,MRVL,236.13,236.52,236.325,16.5027,1.068,1.416,236.5,2373909897.8132105,b-side,1
2026-09-12T15:37:38.964Z,1789227458964,2026-09-12,RNVDAUSDT,spot,NVDA,218.92,218.98,218.95,2.7404,0.7792,0.4818,218.98,11003255235.87644,b-side,1
2026-09-12T15:37:38.964Z,1789227458964,2026-09-12,RQQQUSDT,spot,QQQ,714.59,715.09,714.84,6.9946,25.0339,19.9483,715.09,12272.805313,b-side,1
2026-09-12T15:37:38.964Z,1789227458964,2026-09-12,RSOXLUSDT,spot,SOXL,122.27,122.28,122.275,0.8178,5.0,200.0,122.28,2894773969.214765,b-side,1
2026-09-12T15:37:38.964Z,1789227458964,2026-09-12,RSPYUSDT,spot,SPY,764.34,765.72,765.03,18.0385,20.3839,28.0669,765.72,25176602920.071472,b-side,1
2026-09-12T15:37:38.964Z,1789227458964,2026-09-12,RTSLAUSDT,spot,TSLA,365.26,365.66,365.46000000000004,10.9451,26.6119,34.4432,365.66,5749588584.639048,b-side,1
2026-09-12T15:37:38.964Z,1789227458964,2026-09-12,SOXLUSDT,perp,SOXL,122.46,122.47,122.465,0.8166,12.29,13.19,122.47,18191597.4643,b-side,1
2026-09-12T15:37:38.964Z,1789227458964,2026-09-12,SPYUSDT,perp,SPY,765.89,765.9,765.895,0.1306,1.47,1931.94,765.89,298941.1236,b-side,1
2026-09-12T15:37:38.964Z,1789227458964,2026-09-12,TSLAUSDT,perp,TSLA,365.97,365.99,365.98,0.5465,1.14,29.51,366.04,1858425.3836,b-side,1
2026-09-12T15:39:21.063Z,1789227561063,2026-09-12,GOOGLUSDT,perp,GOOGL,339.86,339.87,339.865,0.2942,6.79,1.52,339.86,1537483.3578,b-side,1
2026-09-12T15:39:21.063Z,1789227561063,2026-09-12,HOODUSDT,perp,HOOD,112.39,112.4,112.39500000000001,0.8897,61.72,26.27,112.36,418903.3455,b-side,1
2026-09-12T15:39:21.063Z,1789227561063,2026-09-12,METAUSDT,perp,META,649.67,649.69,649.6800000000001,0.3078,0.04,0.03,649.68,564854.9307,b-side,1
2026-09-12T15:39:21.063Z,1789227561063,2026-09-12,NVDAUSDT,perp,NVDA,219.31,219.32,219.315,0.456,35.95,203.96,219.39,3117119.8698,b-side,1
2026-09-12T15:39:21.063Z,1789227561063,2026-09-12,QQQUSDT,perp,QQQ,716.0,716.01,716.005,0.1397,0.63,3.18,716.1,1862530.0272,b-side,1
2026-09-12T15:39:21.063Z,1789227561063,2026-09-12,RAAPLUSDT,spot,AAPL,331.49,332.86,332.175,41.2433,0.7644,0.4998,331.45,11361.399412,b-side,1
2026-09-12T15:39:21.063Z,1789227561063,2026-09-12,RGOOGLUSDT,spot,GOOGL,339.01,339.3,339.155,8.5507,2.3463,0.6177,339.01,5444706299.1897745,b-side,1
2026-09-12T15:39:21.063Z,1789227561063,2026-09-12,RHOODUSDT,spot,HOOD,112.14,112.37,112.255,20.4891,2.0344,1.432,112.14,1058154432.8052182,b-side,1
2026-09-12T15:39:21.063Z,1789227561063,2026-09-12,RMETAUSDT,spot,META,647.4,648.6,648.0,18.5185,9.7558,9.36,648.49,7277802676.456906,b-side,1
2026-09-12T15:39:21.063Z,1789227561063,2026-09-12,RMRVLUSDT,spot,MRVL,236.13,236.57,236.35,18.6165,1.068,1.452,236.52,2373910231.306411,b-side,1
2026-09-12T15:39:21.063Z,1789227561063,2026-09-12,RNVDAUSDT,spot,NVDA,218.9,219.0,218.95,4.5673,1.2901,0.4094,218.9,11003255478.18934,b-side,1
2026-09-12T15:39:21.063Z,1789227561063,2026-09-12,RQQQUSDT,spot,QQQ,714.59,715.09,714.84,6.9946,25.0339,19.9483,715.09,12272.805313,b-side,1
2026-09-12T15:39:21.063Z,1789227561063,2026-09-12,RSOXLUSDT,spot,SOXL,122.27,122.28,122.275,0.8178,5.0,200.0,122.28,2894773969.214765,b-side,1
2026-09-12T15:39:21.063Z,1789227561063,2026-09-12,RSPYUSDT,spot,SPY,764.34,765.72,765.03,18.0385,20.3839,28.0669,765.72,25176602920.071472,b-side,1
2026-09-12T15:39:21.063Z,1789227561063,2026-09-12,RTSLAUSDT,spot,TSLA,365.26,365.66,365.46000000000004,10.9451,26.6119,34.4432,365.66,5749588584.639048,b-side,1
2026-09-12T15:39:21.063Z,1789227561063,2026-09-12,SOXLUSDT,perp,SOXL,122.5,122.51,122.505,0.8163,4.45,90.14,122.49,18103948.5176,b-side,1
2026-09-12T15:39:21.063Z,1789227561063,2026-09-12,SPYUSDT,perp,SPY,765.95,765.96,765.955,0.1306,0.14,2722.75,765.9,299078.9346,b-side,1
2026-09-12T15:39:21.063Z,1789227561063,2026-09-12,TSLAUSDT,perp,TSLA,366.0,366.03,366.015,0.8196,7.7,0.17,366.04,1831273.6794,b-side,1
2026-09-12T15:56:46.358Z,1789228606358,2026-09-12,AAPLUSDT,perp,AAPL,333.65,333.66,333.655,0.2997,507.6,0.38,333.66,1571198.2282,b-side,1
2026-09-12T15:56:46.358Z,1789228606358,2026-09-12,GOOGLUSDT,perp,GOOGL,339.82,339.83,339.825,0.2943,6.79,0.78,339.83,1505478.1475,b-side,1
2026-09-12T15:56:46.358Z,1789228606358,2026-09-12,HOODUSDT,perp,HOOD,112.39,112.41,112.4,1.7794,8.33,25.86,112.42,389709.5905,b-side,1
2026-09-12T15:56:46.358Z,1789228606358,2026-09-12,METAUSDT,perp,META,649.46,649.47,649.465,0.154,0.07,69.88,649.34,553212.7376,b-side,1
2026-09-12T15:56:46.358Z,1789228606358,2026-09-12,MRVLUSDT,perp,MRVL,237.48,237.53,237.505,2.1052,0.3,0.75,237.51,1681446.9398,b-side,1
2026-09-12T15:56:46.358Z,1789228606358,2026-09-12,NVDAUSDT,perp,NVDA,219.4,219.41,219.405,0.4558,110.71,23.52,219.39,2999951.9728,b-side,1
2026-09-12T15:56:46.358Z,1789228606358,2026-09-12,QQQUSDT,perp,QQQ,716.15,716.16,716.155,0.1396,0.43,267.33,716.1,1829355.3009,b-side,1
2026-09-12T15:56:46.358Z,1789228606358,2026-09-12,RAAPLUSDT,spot,AAPL,331.49,332.86,332.175,41.2433,0.7644,0.4998,331.45,11361.399412,b-side,1
2026-09-12T15:56:46.358Z,1789228606358,2026-09-12,RGOOGLUSDT,spot,GOOGL,339.02,339.29,339.155,7.961,0.05,0.1951,339.29,5444706333.118774,b-side,1
2026-09-12T15:56:46.358Z,1789228606358,2026-09-12,RHOODUSDT,spot,HOOD,112.14,112.37,112.255,20.4891,2.0344,1.432,112.14,1058154432.8052182,b-side,1
2026-09-12T15:56:46.358Z,1789228606358,2026-09-12,RMETAUSDT,spot,META,647.4,648.6,648.0,18.5185,9.7558,9.36,648.49,7277802676.456906,b-side,1
2026-09-12T15:56:46.358Z,1789228606358,2026-09-12,RMRVLUSDT,spot,MRVL,236.13,236.85,236.49,30.4453,1.068,2.472,236.82,2373912945.2919626,b-side,1
2026-09-12T15:56:46.358Z,1789228606358,2026-09-12,RNVDAUSDT,spot,NVDA,218.89,219.0,218.945,5.0241,2.9453,0.2495,218.89,11003259755.139158,b-side,1
2026-09-12T15:56:46.358Z,1789228606358,2026-09-12,RQQQUSDT,spot,QQQ,714.59,715.09,714.84,6.9946,25.0339,19.9092,715.09,12300.765332,b-side,1
2026-09-12T15:56:46.358Z,1789228606358,2026-09-12,RSOXLUSDT,spot,SOXL,122.27,122.28,122.275,0.8178,5.0,200.0,122.28,2894773969.214765,b-side,1
2026-09-12T15:56:46.358Z,1789228606358,2026-09-12,RSPYUSDT,spot,SPY,764.34,765.72,765.03,18.0385,20.3839,28.0669,765.72,25176602920.071472,b-side,1
2026-09-12T15:56:46.358Z,1789228606358,2026-09-12,RTSLAUSDT,spot,TSLA,365.26,365.66,365.46000000000004,10.9451,26.6119,34.4432,365.66,5749588584.639048,b-side,1
2026-09-12T15:56:46.358Z,1789228606358,2026-09-12,SOXLUSDT,perp,SOXL,122.66,122.67,122.66499999999999,0.8152,75.32,6.79,122.69,17148661.8761,b-side,1
2026-09-12T15:56:46.358Z,1789228606358,2026-09-12,SPYUSDT,perp,SPY,766.0,766.02,766.01,0.2611,0.14,2715.42,765.99,293295.0935,b-side,1
2026-09-12T15:56:46.358Z,1789228606358,2026-09-12,TSLAUSDT,perp,TSLA,366.02,366.03,366.025,0.2732,0.81,321.29,366.05,1651353.2398,b-side,1
2026-09-12T15:57:46.362Z,1789228666362,2026-09-12,AAPLUSDT,perp,AAPL,333.63,333.64,333.635,0.2997,540.21,0.33,333.68,1572373.1849,b-side,1
2026-09-12T15:57:46.362Z,1789228666362,2026-09-12,GOOGLUSDT,perp,GOOGL,339.85,339.86,339.855,0.2942,13.58,0.25,339.83,1500165.1873,b-side,1
2026-09-12T15:57:46.362Z,1789228666362,2026-09-12,HOODUSDT,perp,HOOD,112.39,112.41,112.4,1.7794,8.33,25.86,112.42,387833.7848,b-side,1
2026-09-12T15:57:46.362Z,1789228666362,2026-09-12,METAUSDT,perp,META,649.6,649.61,649.605,0.1539,0.07,75.18,649.34,541820.8068,b-side,1
2026-09-12T15:57:46.362Z,1789228666362,2026-09-12,MRVLUSDT,perp,MRVL,237.48,237.5,237.49,0.8421,0.2,514.06,237.51,1656668.5156,b-side,1
2026-09-12T15:57:46.362Z,1789228666362,2026-09-12,NVDAUSDT,perp,NVDA,219.4,219.41,219.405,0.4558,106.78,23.62,219.39,2998083.0269,b-side,1
2026-09-12T15:57:46.362Z,1789228666362,2026-09-12,QQQUSDT,perp,QQQ,716.15,716.16,716.155,0.1396,0.15,141.33,716.1,1829355.3009,b-side,1
2026-09-12T15:57:46.362Z,1789228666362,2026-09-12,RAAPLUSDT,spot,AAPL,331.49,332.86,332.175,41.2433,0.7644,0.4998,331.45,11361.399412,b-side,1
2026-09-12T15:57:46.362Z,1789228666362,2026-09-12,RGOOGLUSDT,spot,GOOGL,339.02,339.29,339.155,7.961,0.05,0.1951,339.29,5444706333.118774,b-side,1
2026-09-12T15:57:46.362Z,1789228666362,2026-09-12,RHOODUSDT,spot,HOOD,112.14,112.37,112.255,20.4891,2.0344,1.432,112.14,1058154432.8052182,b-side,1
2026-09-12T15:57:46.362Z,1789228666362,2026-09-12,RMETAUSDT,spot,META,647.4,648.6,648.0,18.5185,9.7558,9.36,648.49,7277802676.456906,b-side,1
2026-09-12T15:57:46.362Z,1789228666362,2026-09-12,RMRVLUSDT,spot,MRVL,236.13,236.83,236.48000000000002,29.6008,1.068,1.488,236.8,2373913070.795963,b-side,1
2026-09-12T15:57:46.362Z,1789228666362,2026-09-12,RNVDAUSDT,spot,NVDA,218.89,219.0,218.945,5.0241,2.8931,0.1018,218.89,11003259887.253588,b-side,1
2026-09-12T15:57:46.362Z,1789228666362,2026-09-12,RQQQUSDT,spot,QQQ,714.59,715.09,714.84,6.9946,25.0339,19.787,715.09,12388.14933,b-side,1
2026-09-12T15:57:46.362Z,1789228666362,2026-09-12,RSOXLUSDT,spot,SOXL,122.27,122.28,122.275,0.8178,5.0,200.0,122.28,2894773969.214765,b-side,1
2026-09-12T15:57:46.362Z,1789228666362,2026-09-12,RSPYUSDT,spot,SPY,764.34,765.72,765.03,18.0385,20.3839,28.0669,765.72,25176602920.071472,b-side,1
2026-09-12T15:57:46.362Z,1789228666362,2026-09-12,RTSLAUSDT,spot,TSLA,365.26,365.66,365.46000000000004,10.9451,26.6119,34.4432,365.66,5749588584.639048,b-side,1
2026-09-12T15:57:46.362Z,1789228666362,2026-09-12,SOXLUSDT,perp,SOXL,122.69,122.7,122.695,0.815,10.93,1249.23,122.69,17099745.8974,b-side,1
2026-09-12T15:57:46.362Z,1789228666362,2026-09-12,SPYUSDT,perp,SPY,766.0,766.01,766.005,0.1305,0.15,2715.71,765.99,293287.4333,b-side,1
2026-09-12T15:57:46.362Z,1789228666362,2026-09-12,TSLAUSDT,perp,TSLA,366.06,366.09,366.075,0.8195,6.66,269.32,366.09,1644813.6273,b-side,1
2026-09-12T15:58:46.366Z,1789228726366,2026-09-12,AAPLUSDT,perp,AAPL,333.64,333.65,333.645,0.2997,252.72,0.38,333.69,1446228.3722,b-side,1
2026-09-12T15:58:46.366Z,1789228726366,2026-09-12,GOOGLUSDT,perp,GOOGL,339.82,339.84,339.83,0.5885,6.79,74.34,339.83,1500086.5333,b-side,1
2026-09-12T15:58:46.366Z,1789228726366,2026-09-12,HOODUSDT,perp,HOOD,112.39,112.41,112.4,1.7794,8.33,25.86,112.42,387224.7721,b-side,1
2026-09-12T15:58:46.366Z,1789228726366,2026-09-12,METAUSDT,perp,META,649.6,649.61,649.605,0.1539,0.07,14.08,649.34,536950.2855,b-side,1
2026-09-12T15:58:46.366Z,1789228726366,2026-09-12,MRVLUSDT,perp,MRVL,237.48,237.5,237.49,0.8421,0.2,514.06,237.51,1656668.5156,b-side,1
2026-09-12T15:58:46.366Z,1789228726366,2026-09-12,NVDAUSDT,perp,NVDA,219.4,219.41,219.405,0.4558,138.41,2.86,219.39,2979595.4296,b-side,1
2026-09-12T15:58:46.366Z,1789228726366,2026-09-12,QQQUSDT,perp,QQQ,716.15,716.16,716.155,0.1396,0.15,141.33,716.1,1829104.3565,b-side,1
2026-09-12T15:58:46.366Z,1789228726366,2026-09-12,RAAPLUSDT,spot,AAPL,331.49,332.86,332.175,41.2433,0.7644,0.4998,331.45,11361.399412,b-side,1
2026-09-12T15:58:46.366Z,1789228726366,2026-09-12,RGOOGLUSDT,spot,GOOGL,339.02,339.29,339.155,7.961,0.05,0.1951,339.29,5444706333.118774,b-side,1
2026-09-12T15:58:46.366Z,1789228726366,2026-09-12,RHOODUSDT,spot,HOOD,112.14,112.37,112.255,20.4891,2.0344,1.432,112.14,1058154432.8052182,b-side,1
2026-09-12T15:58:46.366Z,1789228726366,2026-09-12,RMETAUSDT,spot,META,647.4,648.6,648.0,18.5185,9.7558,9.36,648.49,7277802676.456906,b-side,1
2026-09-12T15:58:46.366Z,1789228726366,2026-09-12,RMRVLUSDT,spot,MRVL,236.13,236.83,236.48000000000002,29.6008,1.068,1.488,236.8,2373913070.795963,b-side,1
2026-09-12T15:58:46.366Z,1789228726366,2026-09-12,RNVDAUSDT,spot,NVDA,218.9,219.03,218.965,5.937,0.1016,0.5527,219.03,11003260041.665785,b-side,1
2026-09-12T15:58:46.366Z,1789228726366,2026-09-12,RQQQUSDT,spot,QQQ,714.59,715.09,714.84,6.9946,25.0339,19.787,715.09,12388.14933,b-side,1
2026-09-12T15:58:46.366Z,1789228726366,2026-09-12,RSOXLUSDT,spot,SOXL,122.27,122.28,122.275,0.8178,5.0,200.0,122.28,2894773969.214765,b-side,1
2026-09-12T15:58:46.366Z,1789228726366,2026-09-12,RSPYUSDT,spot,SPY,764.34,765.72,765.03,18.0385,20.3839,28.0669,765.72,25176602920.071472,b-side,1
2026-09-12T15:58:46.366Z,1789228726366,2026-09-12,RTSLAUSDT,spot,TSLA,365.26,365.66,365.46000000000004,10.9451,26.6119,34.4432,365.66,5749588584.639048,b-side,1
2026-09-12T15:58:46.366Z,1789228726366,2026-09-12,SOXLUSDT,perp,SOXL,122.69,122.7,122.695,0.815,2.29,1410.83,122.69,17041802.9776,b-side,1
2026-09-12T15:58:46.366Z,1789228726366,2026-09-12,SPYUSDT,perp,SPY,766.0,766.01,766.005,0.1305,0.14,2715.71,765.99,291648.1393,b-side,1
2026-09-12T15:58:46.366Z,1789228726366,2026-09-12,TSLAUSDT,perp,TSLA,366.07,366.09,366.08,0.5463,0.05,269.44,366.09,1594509.9578,b-side,1
2026-09-12T15:59:46.369Z,1789228786369,2026-09-12,AAPLUSDT,perp,AAPL,333.59,333.6,333.595,0.2998,540.2,0.39,333.69,1444251.2802,b-side,1
2026-09-12T15:59:46.369Z,1789228786369,2026-09-12,GOOGLUSDT,perp,GOOGL,339.79,339.8,339.795,0.2943,27.56,0.1,339.83,1498483.7258,b-side,1
2026-09-12T15:59:46.369Z,1789228786369,2026-09-12,HOODUSDT,perp,HOOD,112.38,112.39,112.38499999999999,0.8898,16.11,25.86,112.42,386322.1626,b-side,1
2026-09-12T15:59:46.369Z,1789228786369,2026-09-12,METAUSDT,perp,META,649.6,649.61,649.605,0.1539,0.08,14.11,649.34,536506.4654,b-side,1
2026-09-12T15:59:46.369Z,1789228786369,2026-09-12,MRVLUSDT,perp,MRVL,237.45,237.47,237.45999999999998,0.8422,0.2,829.19,237.51,1650477.6947,b-side,1
2026-09-12T15:59:46.369Z,1789228786369,2026-09-12,NVDAUSDT,perp,NVDA,219.4,219.41,219.405,0.4558,122.25,3.07,219.39,2974951.344,b-side,1
2026-09-12T15:59:46.369Z,1789228786369,2026-09-12,QQQUSDT,perp,QQQ,716.15,716.16,716.155,0.1396,0.07,141.33,716.1,1824013.9246,b-side,1
2026-09-12T15:59:46.369Z,1789228786369,2026-09-12,RAAPLUSDT,spot,AAPL,331.49,332.86,332.175,41.2433,0.7644,0.4998,331.45,11361.399412,b-side,1
2026-09-12T15:59:46.369Z,1789228786369,2026-09-12,RGOOGLUSDT,spot,GOOGL,339.02,339.29,339.155,7.961,0.05,0.1951,339.29,5444706333.118774,b-side,1
2026-09-12T15:59:46.369Z,1789228786369,2026-09-12,RHOODUSDT,spot,HOOD,112.14,112.37,112.255,20.4891,2.0344,1.432,112.14,1058154432.8052182,b-side,1
2026-09-12T15:59:46.369Z,1789228786369,2026-09-12,RMETAUSDT,spot,META,647.4,648.6,648.0,18.5185,9.7558,9.36,648.49,7277802676.456906,b-side,1
2026-09-12T15:59:46.369Z,1789228786369,2026-09-12,RMRVLUSDT,spot,MRVL,236.13,236.83,236.48000000000002,29.6008,1.068,1.488,236.8,2373913070.795963,b-side,1
2026-09-12T15:59:46.369Z,1789228786369,2026-09-12,RNVDAUSDT,spot,NVDA,218.96,219.01,218.985,2.2833,0.9171,0.5631,218.96,11003260239.539928,b-side,1
2026-09-12T15:59:46.369Z,1789228786369,2026-09-12,RQQQUSDT,spot,QQQ,714.59,715.09,714.84,6.9946,25.0339,19.787,715.09,12388.14933,b-side,1
2026-09-12T15:59:46.369Z,1789228786369,2026-09-12,RSOXLUSDT,spot,SOXL,122.27,122.28,122.275,0.8178,5.0,200.0,122.28,2894773969.214765,b-side,1
2026-09-12T15:59:46.369Z,1789228786369,2026-09-12,RSPYUSDT,spot,SPY,764.34,765.72,765.03,18.0385,20.3839,28.0669,765.72,25176602920.071472,b-side,1
2026-09-12T15:59:46.369Z,1789228786369,2026-09-12,RTSLAUSDT,spot,TSLA,365.26,365.66,365.46000000000004,10.9451,26.6119,34.4432,365.66,5749588584.639048,b-side,1
2026-09-12T15:59:46.369Z,1789228786369,2026-09-12,SOXLUSDT,perp,SOXL,122.65,122.66,122.655,0.8153,18.79,9.58,122.67,17034295.9563,b-side,1
2026-09-12T15:59:46.369Z,1789228786369,2026-09-12,SPYUSDT,perp,SPY,766.0,766.01,766.005,0.1305,0.14,2715.71,765.99,291648.1393,b-side,1
2026-09-12T15:59:46.369Z,1789228786369,2026-09-12,TSLAUSDT,perp,TSLA,366.06,366.07,366.065,0.2732,0.12,118.12,366.09,1589469.7191,b-side,1
2026-09-12T16:00:46.375Z,1789228846375,2026-09-13,AAPLUSDT,perp,AAPL,333.53,333.54,333.53499999999997,0.2998,374.35,0.39,333.58,1426916.6582,b-side,1
2026-09-12T16:00:46.375Z,1789228846375,2026-09-13,GOOGLUSDT,perp,GOOGL,339.83,339.84,339.835,0.2943,17.11,0.43,339.83,1473788.9995,b-side,1
2026-09-12T16:00:46.375Z,1789228846375,2026-09-13,HOODUSDT,perp,HOOD,112.44,112.45,112.445,0.8893,43.15,25.86,112.45,384952.9525,b-side,1
2026-09-12T16:00:46.375Z,1789228846375,2026-09-13,METAUSDT,perp,META,649.7,649.71,649.705,0.1539,0.06,39.34,649.34,535687.228,b-side,1
2026-09-12T16:00:46.375Z,1789228846375,2026-09-13,MRVLUSDT,perp,MRVL,237.45,237.47,237.45999999999998,0.8422,0.2,167.69,237.42,1634153.3539,b-side,1
2026-09-12T16:00:46.375Z,1789228846375,2026-09-13,NVDAUSDT,perp,NVDA,219.4,219.41,219.405,0.4558,98.54,46.01,219.41,2922802.2331,b-side,1
2026-09-12T16:00:46.375Z,1789228846375,2026-09-13,QQQUSDT,perp,QQQ,716.15,716.16,716.155,0.1396,0.13,141.33,716.15,1823089.0482,b-side,1
2026-09-12T16:00:46.375Z,1789228846375,2026-09-13,RAAPLUSDT,spot,AAPL,331.49,332.86,332.175,41.2433,0.7644,0.4998,331.45,11361.399412,b-side,1
2026-09-12T16:00:46.375Z,1789228846375,2026-09-13,RGOOGLUSDT,spot,GOOGL,339.02,339.29,339.155,7.961,0.05,0.1951,339.29,5444706333.118774,b-side,1
2026-09-12T16:00:46.375Z,1789228846375,2026-09-13,RHOODUSDT,spot,HOOD,112.14,112.37,112.255,20.4891,2.0344,1.432,112.14,1058154432.8052182,b-side,1
2026-09-12T16:00:46.375Z,1789228846375,2026-09-13,RMETAUSDT,spot,META,647.4,648.6,648.0,18.5185,9.7558,9.36,648.49,7277802676.456906,b-side,1
2026-09-12T16:00:46.375Z,1789228846375,2026-09-13,RMRVLUSDT,spot,MRVL,236.13,236.83,236.48000000000002,29.6008,1.068,1.488,236.8,2373913070.795963,b-side,1
2026-09-12T16:00:46.375Z,1789228846375,2026-09-13,RNVDAUSDT,spot,NVDA,218.96,219.01,218.985,2.2833,0.616,0.5828,219.03,131.851646,b-side,1
