ts_ms,ts_utc,spot_symbol,perp_symbol,spot_close,perp_close,basis_bp,spot_lag_bars
1788018900000,2026-08-29T15:55:00Z,RGOOGLUSDT,GOOGLUSDT,346.42,346.02,-11.546677,0
1788019200000,2026-08-29T16:00:00Z,RGOOGLUSDT,GOOGLUSDT,345.71,346.02,8.967053,0
1788019500000,2026-08-29T16:05:00Z,RGOOGLUSDT,GOOGLUSDT,345.71,346.01,8.677794,1
1788019800000,2026-08-29T16:10:00Z,RGOOGLUSDT,GOOGLUSDT,345.71,346.11,11.570391,2
1788020400000,2026-08-29T16:20:00Z,RGOOGLUSDT,GOOGLUSDT,346.56,346.16,-11.542013,0
1788020700000,2026-08-29T16:25:00Z,RGOOGLUSDT,GOOGLUSDT,346.61,346.13,-13.848418,0
1788021000000,2026-08-29T16:30:00Z,RGOOGLUSDT,GOOGLUSDT,346.59,346.23,-10.386912,0
1788021300000,2026-08-29T16:35:00Z,RGOOGLUSDT,GOOGLUSDT,346.59,346.24,-10.098387,1
1788021600000,2026-08-29T16:40:00Z,RGOOGLUSDT,GOOGLUSDT,346.59,346.24,-10.098387,2
1788022500000,2026-08-29T16:55:00Z,RGOOGLUSDT,GOOGLUSDT,346.59,346.36,-6.636083,0
1788022800000,2026-08-29T17:00:00Z,RGOOGLUSDT,GOOGLUSDT,346.59,346.33,-7.501659,1
1788023100000,2026-08-29T17:05:00Z,RGOOGLUSDT,GOOGLUSDT,346.59,346.42,-4.904931,2
1788024900000,2026-08-29T17:35:00Z,RGOOGLUSDT,GOOGLUSDT,345.72,346.31,17.065834,0
1788025200000,2026-08-29T17:40:00Z,RGOOGLUSDT,GOOGLUSDT,346.62,346.19,-12.405516,0
1788025500000,2026-08-29T17:45:00Z,RGOOGLUSDT,GOOGLUSDT,346.62,346.19,-12.405516,1
1788025800000,2026-08-29T17:50:00Z,RGOOGLUSDT,GOOGLUSDT,346.62,346.0,-17.887023,2
1788033300000,2026-08-29T19:55:00Z,RGOOGLUSDT,GOOGLUSDT,346.45,346.19,-7.50469,0
1788033600000,2026-08-29T20:00:00Z,RGOOGLUSDT,GOOGLUSDT,346.59,346.19,-11.541014,0
1788033900000,2026-08-29T20:05:00Z,RGOOGLUSDT,GOOGLUSDT,346.59,346.25,-9.809862,1
1788034200000,2026-08-29T20:10:00Z,RGOOGLUSDT,GOOGLUSDT,346.59,346.25,-9.809862,2
1788035700000,2026-08-29T20:35:00Z,RGOOGLUSDT,GOOGLUSDT,346.48,346.11,-10.678827,0
1788036000000,2026-08-29T20:40:00Z,RGOOGLUSDT,GOOGLUSDT,346.48,346.11,-10.678827,1
1788036300000,2026-08-29T20:45:00Z,RGOOGLUSDT,GOOGLUSDT,346.48,346.26,-6.349573,2
1788043500000,2026-08-29T22:45:00Z,RGOOGLUSDT,GOOGLUSDT,346.65,345.88,-22.212606,0
1788043800000,2026-08-29T22:50:00Z,RGOOGLUSDT,GOOGLUSDT,346.65,345.88,-22.212606,1
1788044100000,2026-08-29T22:55:00Z,RGOOGLUSDT,GOOGLUSDT,346.65,345.87,-22.501082,2
1788047700000,2026-08-29T23:55:00Z,RGOOGLUSDT,GOOGLUSDT,346.45,346.03,-12.122961,0
1788048000000,2026-08-30T00:00:00Z,RGOOGLUSDT,GOOGLUSDT,346.45,346.11,-9.813826,1
1788048300000,2026-08-30T00:05:00Z,RGOOGLUSDT,GOOGLUSDT,346.45,346.31,-4.040987,2
1788053400000,2026-08-30T01:30:00Z,RGOOGLUSDT,GOOGLUSDT,346.47,346.33,-4.040754,0
1788053700000,2026-08-30T01:35:00Z,RGOOGLUSDT,GOOGLUSDT,346.47,346.32,-4.329379,0
1788054000000,2026-08-30T01:40:00Z,RGOOGLUSDT,GOOGLUSDT,346.47,346.32,-4.329379,1
1788054300000,2026-08-30T01:45:00Z,RGOOGLUSDT,GOOGLUSDT,346.47,346.45,-0.577251,2
1788061500000,2026-08-30T03:45:00Z,RGOOGLUSDT,GOOGLUSDT,346.69,346.37,-9.230148,0
1788061800000,2026-08-30T03:50:00Z,RGOOGLUSDT,GOOGLUSDT,346.69,346.37,-9.230148,1
1788062100000,2026-08-30T03:55:00Z,RGOOGLUSDT,GOOGLUSDT,346.69,346.37,-9.230148,2
1788062400000,2026-08-30T04:00:00Z,RGOOGLUSDT,GOOGLUSDT,346.73,346.39,-9.805901,0
1788062700000,2026-08-30T04:05:00Z,RGOOGLUSDT,GOOGLUSDT,346.73,346.35,-10.959536,1
1788063000000,2026-08-30T04:10:00Z,RGOOGLUSDT,GOOGLUSDT,346.72,346.43,-8.364098,0
1788063300000,2026-08-30T04:15:00Z,RGOOGLUSDT,GOOGLUSDT,346.72,346.43,-8.364098,1
1788063600000,2026-08-30T04:20:00Z,RGOOGLUSDT,GOOGLUSDT,346.72,346.43,-8.364098,2
1788067800000,2026-08-30T05:30:00Z,RGOOGLUSDT,GOOGLUSDT,345.94,346.42,13.875238,0
1788068100000,2026-08-30T05:35:00Z,RGOOGLUSDT,GOOGLUSDT,345.94,346.42,13.875238,1
1788068400000,2026-08-30T05:40:00Z,RGOOGLUSDT,GOOGLUSDT,346.79,346.42,-10.669281,0
1788068700000,2026-08-30T05:45:00Z,RGOOGLUSDT,GOOGLUSDT,346.79,346.42,-10.669281,1
1788069000000,2026-08-30T05:50:00Z,RGOOGLUSDT,GOOGLUSDT,346.79,346.52,-7.785692,2
