ts_ms,ts_utc,base,session,route,dev_bp,info_bp,resid_bp,spot_sp_bp,perp_sp_bp
1789218208984,2026-09-12T13:03:28Z,SOXL,closed,in_house,31.8953,33.2584,-1.363,0.8178,0.8152
1789218208984,2026-09-12T13:03:28Z,SPY,closed,in_house,10.9146,10.9146,0.0,18.0385,0.1306
1789218208984,2026-09-12T13:03:28Z,TSLA,closed,in_house,28.0914,27.2692,0.8222,31.7913,0.2733
1789218268991,2026-09-12T13:04:28Z,AAPL,closed,in_house,15.6238,15.3234,0.3005,3.305,0.3
1789218268991,2026-09-12T13:04:28Z,GOOGL,closed,in_house,27.141,27.7691,-0.6281,12.9805,0.5884
1789218268991,2026-09-12T13:04:28Z,HOOD,closed,in_house,12.0262,11.2467,0.7795,20.4891,1.7795
1789218268991,2026-09-12T13:04:28Z,META,closed,in_house,25.1012,25.3329,-0.2317,15.7558,0.4622
1789218268991,2026-09-12T13:04:28Z,MRVL,closed,in_house,19.0122,17.6919,1.3203,45.6293,0.8434
1789218268991,2026-09-12T13:04:28Z,NVDA,closed,in_house,25.5901,26.5052,-0.9151,18.7356,0.4558
1789218268991,2026-09-12T13:04:28Z,QQQ,closed,in_house,15.178,15.8075,-0.6295,6.7147,0.1397
1789218268991,2026-09-12T13:04:28Z,SOXL,closed,in_house,31.0775,32.9176,-1.8401,0.8178,0.8153
1789218268991,2026-09-12T13:04:28Z,SPY,closed,in_house,10.9146,10.9146,0.0,18.0385,0.1306
1789218268991,2026-09-12T13:04:28Z,TSLA,closed,in_house,17.1134,27.4748,-10.3613,4.9287,0.82
1789218328992,2026-09-12T13:05:28Z,AAPL,closed,in_house,15.6238,15.3835,0.2404,3.305,0.3
1789218328992,2026-09-12T13:05:28Z,GOOGL,closed,in_house,27.141,27.6435,-0.5025,12.9805,0.5884
1789218328992,2026-09-12T13:05:28Z,HOOD,closed,in_house,12.0262,11.4026,0.6236,20.4891,1.7795
1789218328992,2026-09-12T13:05:28Z,META,closed,in_house,24.4061,25.2865,-0.8805,15.7558,0.3082
1789218328992,2026-09-12T13:05:28Z,MRVL,closed,in_house,18.5897,17.956,0.6337,45.6293,0.8434
1789218328992,2026-09-12T13:05:28Z,NVDA,closed,in_house,23.9901,26.3222,-2.332,17.3643,0.4559
1789218328992,2026-09-12T13:05:28Z,QQQ,closed,in_house,15.178,15.6816,-0.5036,6.7147,0.1397
1789218328992,2026-09-12T13:05:28Z,SOXL,closed,in_house,31.0775,32.5496,-1.4721,0.8178,0.8153
1789218328992,2026-09-12T13:05:28Z,SPY,closed,in_house,10.9146,10.9146,0.0,18.0385,0.1306
1789218328992,2026-09-12T13:05:28Z,TSLA,closed,in_house,16.016,25.4025,-9.3865,2.1902,0.2733
1789218349244,2026-09-12T13:05:49Z,AAPL,closed,in_house,15.6238,15.4235,0.2003,3.305,0.3
1789218349244,2026-09-12T13:05:49Z,GOOGL,closed,in_house,27.141,27.5598,-0.4187,12.9805,0.5884
1789218349244,2026-09-12T13:05:49Z,HOOD,closed,in_house,12.0262,11.5065,0.5197,20.4891,1.7795
1789218349244,2026-09-12T13:05:49Z,META,closed,in_house,24.4833,25.1398,-0.6565,15.7558,0.1541
1789218349244,2026-09-12T13:05:49Z,MRVL,closed,in_house,17.7447,18.0616,-0.3169,45.6293,0.8435
1789218349244,2026-09-12T13:05:49Z,NVDA,closed,in_house,23.3031,25.9335,-2.6304,15.0785,0.4559
1789218349244,2026-09-12T13:05:49Z,QQQ,closed,in_house,15.178,15.5977,-0.4197,6.7147,0.1397
1789218349244,2026-09-12T13:05:49Z,SOXL,closed,in_house,31.0775,32.3042,-1.2267,0.8178,0.8153
1789218349244,2026-09-12T13:05:49Z,SPY,closed,in_house,10.9146,10.9146,0.0,18.0385,0.1306
1789218349244,2026-09-12T13:05:49Z,TSLA,closed,in_house,15.1934,23.8381,-8.6447,2.19,0.2733
1789218409249,2026-09-12T13:06:49Z,AAPL,closed,in_house,15.6238,15.4521,0.1717,3.305,0.3
1789218409249,2026-09-12T13:06:49Z,GOOGL,closed,in_house,26.9935,27.4999,-0.5064,12.9805,0.2942
1789218409249,2026-09-12T13:06:49Z,HOOD,closed,in_house,12.0262,11.5808,0.4454,20.4891,1.7795
1789218409249,2026-09-12T13:06:49Z,META,closed,in_house,24.3288,25.046,-0.7172,15.7558,0.1541
1789218409249,2026-09-12T13:06:49Z,MRVL,closed,in_house,16.266,18.0163,-1.7503,45.6293,0.4218
1789218409249,2026-09-12T13:06:49Z,NVDA,closed,in_house,23.3031,25.5577,-2.2546,15.0785,0.4559
1789218409249,2026-09-12T13:06:49Z,QQQ,closed,in_house,15.0381,15.5377,-0.4996,6.7147,0.1397
1789218409249,2026-09-12T13:06:49Z,SOXL,closed,in_house,24.5349,32.129,-7.5941,0.8178,0.8158
1789218409249,2026-09-12T13:06:49Z,SPY,closed,in_house,10.9146,10.9146,-0.0,18.0385,0.1306
1789218409249,2026-09-12T13:06:49Z,TSLA,closed,in_house,14.6459,22.6031,-7.9572,2.19,0.2734
1789218452837,2026-09-12T13:07:32Z,AAPL,closed,in_house,15.6238,15.4736,0.1502,3.305,0.3
1789218452837,2026-09-12T13:07:32Z,GOOGL,closed,in_house,23.8959,27.4366,-3.5407,12.9805,0.5886
1789218452837,2026-09-12T13:07:32Z,HOOD,closed,in_house,12.4716,11.6365,0.8352,20.4891,4.4486
1789218452837,2026-09-12T13:07:32Z,META,closed,in_house,21.9346,24.9564,-3.0218,15.7558,0.6165
1789218452837,2026-09-12T13:07:32Z,MRVL,closed,in_house,15.6323,17.7975,-2.1653,45.6293,0.8437
1789218452837,2026-09-12T13:07:32Z,NVDA,closed,in_house,23.0741,25.2759,-2.2018,13.7074,0.4559
1789218452837,2026-09-12T13:07:32Z,QQQ,closed,in_house,15.0381,15.4753,-0.4372,6.7147,0.1397
1789218452837,2026-09-12T13:07:32Z,SOXL,closed,in_house,20.4457,31.1797,-10.734,0.8178,0.8162
1789218452837,2026-09-12T13:07:32Z,SPY,closed,in_house,10.9146,10.9146,0.0,18.0385,0.1306
1789218452837,2026-09-12T13:07:32Z,TSLA,closed,in_house,16.2884,21.6085,-5.3201,2.19,0.2733
1789218469264,2026-09-12T13:07:49Z,AAPL,closed,in_house,15.6238,15.4903,0.1335,3.305,0.3
1789218469264,2026-09-12T13:07:49Z,GOOGL,closed,in_house,23.1584,27.0432,-3.8848,12.9805,0.2943
1789218469264,2026-09-12T13:07:49Z,HOOD,closed,in_house,12.917,11.7292,1.1878,20.4891,3.5587
1789218469264,2026-09-12T13:07:49Z,META,closed,in_house,21.9346,24.6206,-2.686,15.7558,0.6165
1789218469264,2026-09-12T13:07:49Z,MRVL,closed,in_house,14.9985,17.557,-2.5584,45.6293,0.4219
1789218469264,2026-09-12T13:07:49Z,NVDA,closed,in_house,23.0741,25.0313,-1.9571,13.7074,0.4559
1789218469264,2026-09-12T13:07:49Z,QQQ,closed,in_house,15.0381,15.4267,-0.3886,6.7147,0.1397
1789218469264,2026-09-12T13:07:49Z,SOXL,closed,in_house,18.8101,29.9871,-11.177,0.8178,0.8163
1789218469264,2026-09-12T13:07:49Z,SPY,closed,in_house,10.9146,10.9146,0.0,18.0385,0.1306
1789218469264,2026-09-12T13:07:49Z,TSLA,closed,in_house,16.0147,21.0174,-5.0027,2.19,0.2733
1789218512839,2026-09-12T13:08:32Z,AAPL,closed,in_house,16.2247,15.5036,0.7211,3.305,0.3
1789218512839,2026-09-12T13:08:32Z,GOOGL,closed,in_house,22.5684,26.6547,-4.0864,12.9805,0.2943
1789218512839,2026-09-12T13:08:32Z,HOOD,closed,in_house,15.1441,11.848,3.2961,20.4891,0.8895
1789218512839,2026-09-12T13:08:32Z,META,closed,in_house,22.7841,24.352,-1.5679,15.7558,0.1541
1789218512839,2026-09-12T13:08:32Z,MRVL,closed,in_house,14.7873,17.3011,-2.5138,45.6293,0.8437
1789218512839,2026-09-12T13:08:32Z,NVDA,closed,in_house,22.6172,24.8355,-2.2183,13.7074,0.4559
1789218512839,2026-09-12T13:08:32Z,QQQ,closed,in_house,15.178,15.3878,-0.2098,6.7147,0.1397
1789218512839,2026-09-12T13:08:32Z,SOXL,closed,in_house,13.9031,28.8694,-14.9663,0.8178,0.8167
1789218512839,2026-09-12T13:08:32Z,SPY,closed,in_house,10.9146,10.9146,0.0,18.0385,0.1306
1789218512839,2026-09-12T13:08:32Z,TSLA,closed,in_house,17.3834,20.5171,-3.1336,2.19,0.8198
1789218529274,2026-09-12T13:08:49Z,AAPL,closed,in_house,15.6238,15.5692,0.0546,3.305,0.3
1789218529274,2026-09-12T13:08:49Z,GOOGL,closed,in_house,24.0434,26.2833,-2.2398,12.9805,0.8829
1789218529274,2026-09-12T13:08:49Z,HOOD,closed,in_house,16.4803,12.1477,4.3327,20.4891,1.7787
1789218529274,2026-09-12T13:08:49Z,META,closed,in_house,23.711,24.2095,-0.4985,15.7558,0.4623
1789218529274,2026-09-12T13:08:49Z,MRVL,closed,in_house,14.9985,17.0726,-2.0741,45.6293,0.4219
1789218529274,2026-09-12T13:08:49Z,NVDA,closed,in_house,23.531,24.6339,-1.1028,13.7074,0.4558
1789218529274,2026-09-12T13:08:49Z,QQQ,closed,in_house,15.8775,15.3688,0.5087,6.7147,0.1397
1789218529274,2026-09-12T13:08:49Z,SOXL,closed,in_house,13.9031,27.5088,-13.6057,0.8178,0.8167
1789218529274,2026-09-12T13:08:49Z,SPY,closed,in_house,10.9146,10.9146,0.0,18.0385,0.1306
1789218529274,2026-09-12T13:08:49Z,TSLA,closed,in_house,17.3834,20.2322,-2.8488,2.19,0.2733
1789218572845,2026-09-12T13:09:32Z,AAPL,closed,in_house,15.6238,15.5737,0.0501,3.305,0.3
1789218572845,2026-09-12T13:09:32Z,GOOGL,closed,in_house,26.1085,26.0966,0.0119,12.9805,0.2942
1789218572845,2026-09-12T13:09:32Z,HOOD,closed,in_house,15.1441,12.5087,2.6354,20.4891,0.8895
1789218572845,2026-09-12T13:09:32Z,META,closed,in_house,23.0931,24.1679,-1.0748,15.7558,0.4623
1789218572845,2026-09-12T13:09:32Z,MRVL,closed,in_house,12.4636,16.8997,-4.4362,45.6293,0.422
1789218572845,2026-09-12T13:09:32Z,NVDA,closed,in_house,22.6172,24.542,-1.9248,13.7074,0.4559
1789218572845,2026-09-12T13:09:32Z,QQQ,closed,in_house,15.3179,15.4112,-0.0933,6.7147,0.1397
1789218572845,2026-09-12T13:09:32Z,SOXL,closed,in_house,4.907,26.375,-21.468,0.8178,0.8174
1789218572845,2026-09-12T13:09:32Z,SPY,closed,in_house,10.9146,10.9146,0.0,18.0385,0.1306
1789218572845,2026-09-12T13:09:32Z,TSLA,closed,in_house,16.5622,19.9948,-3.4326,2.19,0.2733
1789218589289,2026-09-12T13:09:49Z,AAPL,closed,in_house,15.6238,15.5776,0.0462,3.305,0.3
1789218589289,2026-09-12T13:09:49Z,GOOGL,closed,in_house,26.1085,26.0975,0.011,12.9805,0.2942
1789218589289,2026-09-12T13:09:49Z,HOOD,closed,in_house,15.1441,12.7114,2.4326,20.4891,0.8895
1789218589289,2026-09-12T13:09:49Z,META,closed,in_house,23.0931,24.0852,-0.9922,15.7558,0.4623
1789218589289,2026-09-12T13:09:49Z,MRVL,closed,in_house,12.2523,16.5585,-4.3062,45.6293,0.844
1789218589289,2026-09-12T13:09:49Z,NVDA,closed,in_house,22.6172,24.3939,-1.7767,13.7074,0.4559
1789218589289,2026-09-12T13:09:49Z,QQQ,closed,in_house,15.3179,15.404,-0.0861,6.7147,0.1397
1789218589289,2026-09-12T13:09:49Z,SOXL,closed,in_house,5.7248,24.7236,-18.9988,0.8178,0.8174
1789218589289,2026-09-12T13:09:49Z,SPY,closed,in_house,10.9146,10.9146,0.0,18.0385,0.1306
1789218589289,2026-09-12T13:09:49Z,TSLA,closed,in_house,16.5622,19.7308,-3.1686,2.19,0.2733
1789218632851,2026-09-12T13:10:32Z,AAPL,closed,in_house,15.6238,15.5809,0.0429,3.305,0.3
1789218632851,2026-09-12T13:10:32Z,GOOGL,closed,in_house,26.256,26.0983,0.1577,12.9805,0.5885
1789218632851,2026-09-12T13:10:32Z,HOOD,closed,in_house,14.6987,12.8852,1.8135,20.4891,1.779
1789218632851,2026-09-12T13:10:32Z,META,closed,in_house,23.1703,24.0144,-0.8441,15.7558,0.3082
1789218632851,2026-09-12T13:10:32Z,MRVL,closed,in_house,9.0836,16.2509,-7.1673,45.6293,0.4221
1789218632851,2026-09-12T13:10:32Z,NVDA,closed,in_house,22.6172,24.267,-1.6498,12.7936,0.4559
1789218632851,2026-09-12T13:10:32Z,QQQ,closed,in_house,15.3179,15.3978,-0.0799,6.7147,0.1397
1789218632851,2026-09-12T13:10:32Z,SOXL,closed,in_house,0.8178,23.3665,-22.5487,0.8178,0.8178
1789218632851,2026-09-12T13:10:32Z,SPY,closed,in_house,10.9146,10.9146,-0.0,18.0385,0.1306
1789218632851,2026-09-12T13:10:32Z,TSLA,closed,in_house,16.6991,19.5044,-2.8054,2.19,0.5466
1789218649290,2026-09-12T13:10:49Z,AAPL,closed,in_house,15.6238,15.5838,0.0401,3.305,0.3
1789218649290,2026-09-12T13:10:49Z,GOOGL,closed,in_house,26.256,26.1088,0.1472,12.9805,0.5885
1789218649290,2026-09-12T13:10:49Z,HOOD,closed,in_house,15.1441,13.0061,2.138,20.4891,0.8895
1789218649290,2026-09-12T13:10:49Z,META,closed,in_house,23.1703,23.9581,-0.7878,15.7558,0.3082
1789218649290,2026-09-12T13:10:49Z,MRVL,closed,in_house,9.0836,15.7731,-6.6895,45.6293,0.4221
1789218649290,2026-09-12T13:10:49Z,NVDA,closed,in_house,22.3882,24.157,-1.7688,13.2502,0.4559
1789218649290,2026-09-12T13:10:49Z,QQQ,closed,in_house,15.3179,15.3925,-0.0746,6.7147,0.1397
1789218649290,2026-09-12T13:10:49Z,SOXL,closed,in_house,0.0,21.8633,-21.8633,0.8178,0.8178
1789218649290,2026-09-12T13:10:49Z,SPY,closed,in_house,10.9146,10.9146,0.0,18.0385,0.1306
1789218649290,2026-09-12T13:10:49Z,TSLA,closed,in_house,15.604,19.3174,-3.7134,2.19,0.5467
1789218692855,2026-09-12T13:11:32Z,AAPL,closed,in_house,15.6238,15.5863,0.0376,3.305,0.3
1789218692855,2026-09-12T13:11:32Z,GOOGL,closed,in_house,26.4035,26.118,0.2855,12.9805,0.8827
1789218692855,2026-09-12T13:11:32Z,HOOD,closed,in_house,12.917,13.1397,-0.2227,20.4891,3.5587
1789218692855,2026-09-12T13:11:32Z,META,closed,in_house,23.0158,23.9089,-0.893,15.7558,0.3082
1789218692855,2026-09-12T13:11:32Z,MRVL,closed,in_house,7.3936,15.355,-7.9614,45.6293,0.4222
1789218692855,2026-09-12T13:11:32Z,NVDA,closed,in_house,21.4744,24.0465,-2.572,13.2502,0.4559
1789218692855,2026-09-12T13:11:32Z,QQQ,closed,in_house,14.3387,15.3878,-1.0492,6.7147,0.1397
1789218692855,2026-09-12T13:11:32Z,SOXL,closed,in_house,-5.7248,20.4968,-26.2216,0.8178,0.8183
1789218692855,2026-09-12T13:11:32Z,SPY,closed,in_house,10.9146,10.9146,0.0,18.0385,0.1306
1789218692855,2026-09-12T13:11:32Z,TSLA,closed,in_house,15.604,19.0853,-3.4813,2.19,0.5467
1789218709294,2026-09-12T13:11:49Z,AAPL,closed,in_house,15.6238,15.5885,0.0353,3.305,0.3
1789218709294,2026-09-12T13:11:49Z,GOOGL,closed,in_house,26.6985,26.1348,0.5637,12.9805,0.2942
1789218709294,2026-09-12T13:11:49Z,HOOD,closed,in_house,12.917,13.1266,-0.2096,20.4891,3.5587
1789218709294,2026-09-12T13:11:49Z,META,closed,in_house,23.0158,23.8563,-0.8405,15.7558,0.3082
1789218709294,2026-09-12T13:11:49Z,MRVL,closed,in_house,9.0836,14.8867,-5.8031,45.6293,0.4221
1789218709294,2026-09-12T13:11:49Z,NVDA,closed,in_house,21.4744,23.8952,-2.4207,13.2502,0.4559
1789218709294,2026-09-12T13:11:49Z,QQQ,closed,in_house,14.3387,15.3261,-0.9875,6.7147,0.1397
1789218709294,2026-09-12T13:11:49Z,SOXL,closed,in_house,0.0,18.9544,-18.9544,0.8178,0.8178
1789218709294,2026-09-12T13:11:49Z,SPY,closed,in_house,10.9146,10.9146,0.0,18.0385,0.1306
1789218709294,2026-09-12T13:11:49Z,TSLA,closed,in_house,15.604,18.8806,-3.2765,2.19,0.5467
1789218752863,2026-09-12T13:12:32Z,AAPL,closed,in_house,15.6238,15.5904,0.0334,3.305,0.3
1789218752863,2026-09-12T13:12:32Z,GOOGL,closed,in_house,26.846,26.1661,0.6799,12.9805,0.5884
1789218752863,2026-09-12T13:12:32Z,HOOD,closed,in_house,12.917,13.115,-0.198,20.4891,3.5587
1789218752863,2026-09-12T13:12:32Z,META,closed,in_house,23.0931,23.8096,-0.7166,15.7558,0.1541
1789218752863,2026-09-12T13:12:32Z,MRVL,closed,in_house,7.8161,14.5643,-6.7482,45.6293,1.2665
1789218752863,2026-09-12T13:12:32Z,NVDA,closed,in_house,21.4734,23.7607,-2.2872,12.3358,0.4559
1789218752863,2026-09-12T13:12:32Z,QQQ,closed,in_house,14.3387,15.2713,-0.9326,6.7147,0.1397
1789218752863,2026-09-12T13:12:32Z,SOXL,closed,in_house,-2.4535,17.9014,-20.3548,0.8178,0.818
1789218752863,2026-09-12T13:12:32Z,SPY,closed,in_house,10.9146,10.9146,0.0,18.0385,0.1306
1789218752863,2026-09-12T13:12:32Z,TSLA,closed,in_house,14.9197,18.6985,-3.7789,2.19,0.2733
1789218769296,2026-09-12T13:12:49Z,AAPL,closed,in_house,15.6238,15.5922,0.0316,3.305,0.3
1789218769296,2026-09-12T13:12:49Z,GOOGL,closed,in_house,26.846,26.2019,0.6441,12.9805,0.5884
1789218769296,2026-09-12T13:12:49Z,HOOD,closed,in_house,12.917,13.1046,-0.1875,20.4891,3.5587
1789218769296,2026-09-12T13:12:49Z,META,closed,in_house,23.0931,23.7719,-0.6788,15.7558,0.1541
1789218769296,2026-09-12T13:12:49Z,MRVL,closed,in_house,7.8161,14.2091,-6.393,45.6293,1.2665
1789218769296,2026-09-12T13:12:49Z,NVDA,closed,in_house,21.4734,23.6403,-2.1669,12.3358,0.4559
1789218769296,2026-09-12T13:12:49Z,QQQ,closed,in_house,14.3387,15.2222,-0.8835,6.7147,0.1397
1789218769296,2026-09-12T13:12:49Z,SOXL,closed,in_house,-2.4535,16.8301,-19.2835,0.8178,0.818
1789218769296,2026-09-12T13:12:49Z,SPY,closed,in_house,10.9146,10.9146,0.0,18.0385,0.1306
1789218769296,2026-09-12T13:12:49Z,TSLA,closed,in_house,14.9197,18.4996,-3.58,2.19,0.2733
1789218812876,2026-09-12T13:13:32Z,AAPL,closed,in_house,15.6238,15.5938,0.03,3.305,0.3
1789218812876,2026-09-12T13:13:32Z,GOOGL,closed,in_house,28.4686,26.2341,2.2345,12.9805,0.2942
1789218812876,2026-09-12T13:13:32Z,HOOD,closed,in_house,12.917,13.0952,-0.1782,20.4891,3.5587
1789218812876,2026-09-12T13:13:32Z,META,closed,in_house,22.9386,23.738,-0.7994,15.7558,0.7706
1789218812876,2026-09-12T13:13:32Z,MRVL,closed,in_house,6.1262,13.8895,-7.7633,45.6293,0.4222
1789218812876,2026-09-12T13:13:32Z,NVDA,closed,in_house,21.4734,23.532,-2.0585,12.3358,0.4559
1789218812876,2026-09-12T13:13:32Z,QQQ,closed,in_house,14.3387,15.178,-0.8393,6.7147,0.1397
1789218812876,2026-09-12T13:13:32Z,SOXL,closed,in_house,-3.2713,15.8659,-19.1372,0.8178,0.8181
1789218812876,2026-09-12T13:13:32Z,SPY,closed,in_house,10.9146,10.9146,0.0,18.0385,0.1306
1789218812876,2026-09-12T13:13:32Z,TSLA,closed,in_house,16.0147,18.3206,-2.306,2.19,0.2733
1789218829304,2026-09-12T13:13:49Z,AAPL,closed,in_house,15.6238,15.5952,0.0286,3.305,0.3
1789218829304,2026-09-12T13:13:49Z,GOOGL,closed,in_house,28.4686,26.3405,2.1281,12.9805,0.2942
1789218829304,2026-09-12T13:13:49Z,HOOD,closed,in_house,12.917,13.0867,-0.1697,20.4891,3.5587
1789218829304,2026-09-12T13:13:49Z,META,closed,in_house,23.402,23.6999,-0.2979,15.7558,0.4623
1789218829304,2026-09-12T13:13:49Z,MRVL,closed,in_house,7.8161,13.5198,-5.7037,45.6293,0.4222
1789218829304,2026-09-12T13:13:49Z,NVDA,closed,in_house,21.4734,23.4339,-1.9605,10.5083,0.4559
1789218829304,2026-09-12T13:13:49Z,QQQ,closed,in_house,14.3387,15.138,-0.7994,6.7147,0.1397
1789218829304,2026-09-12T13:13:49Z,SOXL,closed,in_house,0.0,14.9546,-14.9546,0.8178,0.8178
1789218829304,2026-09-12T13:13:49Z,SPY,closed,in_house,10.9146,10.9146,0.0,18.0385,0.1306
1789218829304,2026-09-12T13:13:49Z,TSLA,closed,in_house,16.0147,18.2108,-2.1962,2.19,0.2733
1789218872882,2026-09-12T13:14:32Z,AAPL,closed,in_house,15.6238,15.5965,0.0273,3.305,0.3
1789218872882,2026-09-12T13:14:32Z,GOOGL,closed,in_house,28.4686,26.4373,2.0313,12.9805,0.2942
1789218872882,2026-09-12T13:14:32Z,HOOD,closed,in_house,10.6899,13.079,-2.389,20.4891,4.4494
1789218872882,2026-09-12T13:14:32Z,META,closed,in_house,22.9386,23.6864,-0.7478,15.7558,0.4623
1789218872882,2026-09-12T13:14:32Z,MRVL,closed,in_house,7.3936,13.2605,-5.8669,45.6293,1.2665
1789218872882,2026-09-12T13:14:32Z,NVDA,closed,in_house,22.1603,23.3448,-1.1845,14.6212,0.4559
1789218872882,2026-09-12T13:14:32Z,QQQ,closed,in_house,14.3387,15.1017,-0.763,6.7147,0.1397
1789218872882,2026-09-12T13:14:32Z,SOXL,closed,in_house,-0.8178,14.2748,-15.0927,0.8178,0.8179
1789218872882,2026-09-12T13:14:32Z,SPY,closed,in_house,10.9146,10.9146,0.0,18.0385,0.1306
1789218872882,2026-09-12T13:14:32Z,TSLA,closed,in_house,16.0147,18.111,-2.0963,2.19,0.2733
1789218889305,2026-09-12T13:14:49Z,AAPL,closed,in_house,16.8257,15.5977,1.228,3.305,0.3
1789218889305,2026-09-12T13:14:49Z,GOOGL,closed,in_house,28.4686,26.5256,1.943,12.9805,0.2942
1789218889305,2026-09-12T13:14:49Z,HOOD,closed,in_house,12.0262,12.9751,-0.9489,20.4891,1.7795
1789218889305,2026-09-12T13:14:49Z,META,closed,in_house,23.3248,23.6539,-0.3291,15.7558,0.6164
1789218889305,2026-09-12T13:14:49Z,MRVL,closed,in_house,7.8161,13.0055,-5.1893,45.6293,0.4222
1789218889305,2026-09-12T13:14:49Z,NVDA,closed,in_house,22.1603,23.2933,-1.133,13.7074,0.4559
1789218889305,2026-09-12T13:14:49Z,QQQ,closed,in_house,14.3387,15.0685,-0.7299,6.7147,0.1397
1789218889305,2026-09-12T13:14:49Z,SOXL,closed,in_house,-0.8178,13.6186,-14.4365,0.8178,0.8179
1789218889305,2026-09-12T13:14:49Z,SPY,closed,in_house,10.9146,10.9146,0.0,18.0385,0.1306
1789218889305,2026-09-12T13:14:49Z,TSLA,closed,in_house,15.4672,18.0199,-2.5527,2.19,0.2733
1789218932892,2026-09-12T13:15:32Z,AAPL,closed,in_house,16.8257,15.6489,1.1768,3.305,0.3
