ts_ms,ts_utc,spot_symbol,perp_symbol,spot_close,perp_close,basis_bp,spot_lag_bars
1788018900000,2026-08-29T15:55:00Z,RSPYUSDT,SPYUSDT,769.01,770.54,19.89571,0
1788019200000,2026-08-29T16:00:00Z,RSPYUSDT,SPYUSDT,769.01,770.51,19.505598,1
1788019500000,2026-08-29T16:05:00Z,RSPYUSDT,SPYUSDT,768.86,770.55,21.980595,0
1788019800000,2026-08-29T16:10:00Z,RSPYUSDT,SPYUSDT,768.58,770.58,26.022015,0
1788020100000,2026-08-29T16:15:00Z,RSPYUSDT,SPYUSDT,768.53,770.75,28.886315,0
1788020400000,2026-08-29T16:20:00Z,RSPYUSDT,SPYUSDT,768.51,770.76,29.277433,0
1788020700000,2026-08-29T16:25:00Z,RSPYUSDT,SPYUSDT,768.51,770.8,29.797921,1
1788021000000,2026-08-29T16:30:00Z,RSPYUSDT,SPYUSDT,768.51,770.88,30.838896,2
1788025200000,2026-08-29T17:40:00Z,RSPYUSDT,SPYUSDT,768.64,770.74,27.320983,0
1788025500000,2026-08-29T17:45:00Z,RSPYUSDT,SPYUSDT,768.64,770.83,28.491882,1
1788025800000,2026-08-29T17:50:00Z,RSPYUSDT,SPYUSDT,768.64,770.82,28.361782,2
1788033900000,2026-08-29T20:05:00Z,RSPYUSDT,SPYUSDT,768.32,770.88,33.31945,0
1788034200000,2026-08-29T20:10:00Z,RSPYUSDT,SPYUSDT,768.32,770.87,33.189296,1
1788034500000,2026-08-29T20:15:00Z,RSPYUSDT,SPYUSDT,770.76,770.93,2.205615,0
1788034800000,2026-08-29T20:20:00Z,RSPYUSDT,SPYUSDT,770.76,770.77,0.129742,1
1788035100000,2026-08-29T20:25:00Z,RSPYUSDT,SPYUSDT,770.76,770.77,0.129742,2
1788052800000,2026-08-30T01:20:00Z,RSPYUSDT,SPYUSDT,770.04,771.1,13.765519,0
1788053100000,2026-08-30T01:25:00Z,RSPYUSDT,SPYUSDT,770.04,771.12,14.025245,1
1788053400000,2026-08-30T01:30:00Z,RSPYUSDT,SPYUSDT,770.04,771.13,14.155109,2
1788061500000,2026-08-30T03:45:00Z,RSPYUSDT,SPYUSDT,770.0,771.21,15.714286,0
1788061800000,2026-08-30T03:50:00Z,RSPYUSDT,SPYUSDT,770.0,771.21,15.714286,1
1788062100000,2026-08-30T03:55:00Z,RSPYUSDT,SPYUSDT,770.0,770.92,11.948052,2
1788063900000,2026-08-30T04:25:00Z,RSPYUSDT,SPYUSDT,770.55,770.91,4.671988,0
1788064200000,2026-08-30T04:30:00Z,RSPYUSDT,SPYUSDT,770.0,770.93,12.077922,0
1788064500000,2026-08-30T04:35:00Z,RSPYUSDT,SPYUSDT,770.0,770.93,12.077922,1
1788064800000,2026-08-30T04:40:00Z,RSPYUSDT,SPYUSDT,770.0,770.93,12.077922,2
1788077400000,2026-08-30T08:10:00Z,RSPYUSDT,SPYUSDT,770.31,770.81,6.490893,0
1788077700000,2026-08-30T08:15:00Z,RSPYUSDT,SPYUSDT,770.31,770.81,6.490893,1
1788078000000,2026-08-30T08:20:00Z,RSPYUSDT,SPYUSDT,770.31,770.81,6.490893,2
1788102300000,2026-08-30T15:05:00Z,RSPYUSDT,SPYUSDT,770.31,771.95,21.29013,0
1788102600000,2026-08-30T15:10:00Z,RSPYUSDT,SPYUSDT,770.31,771.95,21.29013,1
1788102900000,2026-08-30T15:15:00Z,RSPYUSDT,SPYUSDT,770.31,771.95,21.29013,2
1788112200000,2026-08-30T17:50:00Z,RSPYUSDT,SPYUSDT,770.09,772.41,30.126349,0
1788112500000,2026-08-30T17:55:00Z,RSPYUSDT,SPYUSDT,770.09,772.35,29.347219,0
1788112800000,2026-08-30T18:00:00Z,RSPYUSDT,SPYUSDT,770.09,772.44,30.515914,1
1788113100000,2026-08-30T18:05:00Z,RSPYUSDT,SPYUSDT,770.09,772.46,30.775624,2
1788113700000,2026-08-30T18:15:00Z,RSPYUSDT,SPYUSDT,770.5,772.28,23.101882,0
1788114000000,2026-08-30T18:20:00Z,RSPYUSDT,SPYUSDT,770.5,772.18,21.804023,1
1788114300000,2026-08-30T18:25:00Z,RSPYUSDT,SPYUSDT,770.5,772.46,25.438027,2
1788114600000,2026-08-30T18:30:00Z,RSPYUSDT,SPYUSDT,770.09,772.44,30.515914,0
1788114900000,2026-08-30T18:35:00Z,RSPYUSDT,SPYUSDT,770.09,772.3,28.697944,1
1788115200000,2026-08-30T18:40:00Z,RSPYUSDT,SPYUSDT,770.09,772.3,28.697944,2
1788122700000,2026-08-30T20:45:00Z,RSPYUSDT,SPYUSDT,768.31,771.69,43.992659,0
1788123000000,2026-08-30T20:50:00Z,RSPYUSDT,SPYUSDT,768.31,771.69,43.992659,1
1788123300000,2026-08-30T20:55:00Z,RSPYUSDT,SPYUSDT,768.31,771.65,43.472036,2
1788133500000,2026-08-30T23:45:00Z,RSPYUSDT,SPYUSDT,768.74,767.3,-18.731951,0
1788133800000,2026-08-30T23:50:00Z,RSPYUSDT,SPYUSDT,768.74,767.45,-16.780706,1
1788134100000,2026-08-30T23:55:00Z,RSPYUSDT,SPYUSDT,768.74,767.08,-21.593777,2
1788134400000,2026-08-31T00:00:00Z,RSPYUSDT,SPYUSDT,765.93,766.61,8.878096,0
1788134700000,2026-08-31T00:05:00Z,RSPYUSDT,SPYUSDT,766.08,766.74,8.615288,0
1788135000000,2026-08-31T00:10:00Z,RSPYUSDT,SPYUSDT,766.58,767.39,10.566412,0
1788135300000,2026-08-31T00:15:00Z,RSPYUSDT,SPYUSDT,766.76,767.39,8.216391,0
1788135600000,2026-08-31T00:20:00Z,RSPYUSDT,SPYUSDT,767.04,767.78,9.647476,0
1788135900000,2026-08-31T00:25:00Z,RSPYUSDT,SPYUSDT,767.09,767.76,8.734308,0
1788136200000,2026-08-31T00:30:00Z,RSPYUSDT,SPYUSDT,767.48,768.21,9.511649,0
1788136500000,2026-08-31T00:35:00Z,RSPYUSDT,SPYUSDT,767.46,768.22,9.902796,0
1788136800000,2026-08-31T00:40:00Z,RSPYUSDT,SPYUSDT,767.33,768.19,11.207694,0
1788137100000,2026-08-31T00:45:00Z,RSPYUSDT,SPYUSDT,767.19,767.97,10.166973,0
1788137400000,2026-08-31T00:50:00Z,RSPYUSDT,SPYUSDT,767.14,767.93,10.29799,0
1788137700000,2026-08-31T00:55:00Z,RSPYUSDT,SPYUSDT,766.92,767.58,8.605852,0
1788138000000,2026-08-31T01:00:00Z,RSPYUSDT,SPYUSDT,766.61,767.41,10.435554,0
1788138300000,2026-08-31T01:05:00Z,RSPYUSDT,SPYUSDT,766.28,766.88,7.830036,0
1788138600000,2026-08-31T01:10:00Z,RSPYUSDT,SPYUSDT,766.33,767.06,9.525922,0
1788138900000,2026-08-31T01:15:00Z,RSPYUSDT,SPYUSDT,766.3,766.99,9.004306,0
1788139200000,2026-08-31T01:20:00Z,RSPYUSDT,SPYUSDT,766.13,766.65,6.78736,0
1788139500000,2026-08-31T01:25:00Z,RSPYUSDT,SPYUSDT,766.16,766.78,8.092304,0
1788139800000,2026-08-31T01:30:00Z,RSPYUSDT,SPYUSDT,766.01,766.55,7.049516,0
1788140100000,2026-08-31T01:35:00Z,RSPYUSDT,SPYUSDT,766.21,766.84,8.222289,0
1788140400000,2026-08-31T01:40:00Z,RSPYUSDT,SPYUSDT,766.19,766.72,6.917344,0
1788140700000,2026-08-31T01:45:00Z,RSPYUSDT,SPYUSDT,766.0,766.57,7.441253,0
1788141000000,2026-08-31T01:50:00Z,RSPYUSDT,SPYUSDT,765.94,766.49,7.180719,0
1788141300000,2026-08-31T01:55:00Z,RSPYUSDT,SPYUSDT,766.21,766.7,6.395114,0
1788141600000,2026-08-31T02:00:00Z,RSPYUSDT,SPYUSDT,766.15,766.84,9.006069,0
1788141900000,2026-08-31T02:05:00Z,RSPYUSDT,SPYUSDT,766.62,767.12,6.522136,0
1788142200000,2026-08-31T02:10:00Z,RSPYUSDT,SPYUSDT,766.79,767.37,7.564001,0
1788142500000,2026-08-31T02:15:00Z,RSPYUSDT,SPYUSDT,766.35,766.84,6.393945,0
1788142800000,2026-08-31T02:20:00Z,RSPYUSDT,SPYUSDT,766.16,766.69,6.917615,0
1788143100000,2026-08-31T02:25:00Z,RSPYUSDT,SPYUSDT,766.31,766.65,4.436847,0
1788143400000,2026-08-31T02:30:00Z,RSPYUSDT,SPYUSDT,765.69,766.19,6.530058,0
1788143700000,2026-08-31T02:35:00Z,RSPYUSDT,SPYUSDT,765.8,766.17,4.831549,0
1788144000000,2026-08-31T02:40:00Z,RSPYUSDT,SPYUSDT,765.79,766.26,6.137453,0
1788144300000,2026-08-31T02:45:00Z,RSPYUSDT,SPYUSDT,765.68,766.02,4.440497,0
1788144600000,2026-08-31T02:50:00Z,RSPYUSDT,SPYUSDT,766.0,766.46,6.005222,0
1788144900000,2026-08-31T02:55:00Z,RSPYUSDT,SPYUSDT,766.36,766.88,6.785323,0
1788145200000,2026-08-31T03:00:00Z,RSPYUSDT,SPYUSDT,766.61,767.07,6.000444,0
1788145500000,2026-08-31T03:05:00Z,RSPYUSDT,SPYUSDT,766.58,767.1,6.783376,0
1788145800000,2026-08-31T03:10:00Z,RSPYUSDT,SPYUSDT,766.62,767.16,7.043907,0
1788146100000,2026-08-31T03:15:00Z,RSPYUSDT,SPYUSDT,766.51,766.99,6.262149,0
1788146400000,2026-08-31T03:20:00Z,RSPYUSDT,SPYUSDT,766.61,766.99,4.956888,0
1788146700000,2026-08-31T03:25:00Z,RSPYUSDT,SPYUSDT,766.5,767.05,7.175473,0
1788147000000,2026-08-31T03:30:00Z,RSPYUSDT,SPYUSDT,766.45,766.85,5.218866,0
1788147300000,2026-08-31T03:35:00Z,RSPYUSDT,SPYUSDT,766.39,766.95,7.306985,0
1788147600000,2026-08-31T03:40:00Z,RSPYUSDT,SPYUSDT,766.39,766.91,6.785057,0
1788147900000,2026-08-31T03:45:00Z,RSPYUSDT,SPYUSDT,766.47,766.84,4.827325,0
1788148200000,2026-08-31T03:50:00Z,RSPYUSDT,SPYUSDT,766.33,766.93,7.829525,0
1788148500000,2026-08-31T03:55:00Z,RSPYUSDT,SPYUSDT,766.49,766.91,5.479524,0
1788148800000,2026-08-31T04:00:00Z,RSPYUSDT,SPYUSDT,766.45,766.85,5.218866,0
1788149100000,2026-08-31T04:05:00Z,RSPYUSDT,SPYUSDT,766.44,766.87,5.610354,0
1788149400000,2026-08-31T04:10:00Z,RSPYUSDT,SPYUSDT,766.45,766.88,5.610281,0
1788149700000,2026-08-31T04:15:00Z,RSPYUSDT,SPYUSDT,766.47,766.84,4.827325,0
1788150000000,2026-08-31T04:20:00Z,RSPYUSDT,SPYUSDT,766.42,766.93,6.654315,0
1788150300000,2026-08-31T04:25:00Z,RSPYUSDT,SPYUSDT,766.44,766.93,6.393195,0
1788150600000,2026-08-31T04:30:00Z,RSPYUSDT,SPYUSDT,766.3,766.81,6.655357,0
1788150900000,2026-08-31T04:35:00Z,RSPYUSDT,SPYUSDT,766.79,767.27,6.259863,0
