ts_ms,ts_utc,spot_symbol,perp_symbol,spot_close,perp_close,basis_bp,spot_lag_bars
1788020100000,2026-08-29T16:15:00Z,RSOXLUSDT,SOXLUSDT,111.59,111.72,11.649789,0
1788020400000,2026-08-29T16:20:00Z,RSOXLUSDT,SOXLUSDT,111.59,111.73,12.545927,1
1788020700000,2026-08-29T16:25:00Z,RSOXLUSDT,SOXLUSDT,111.59,111.68,8.065239,2
1788022200000,2026-08-29T16:50:00Z,RSOXLUSDT,SOXLUSDT,111.57,111.65,7.170386,0
1788022500000,2026-08-29T16:55:00Z,RSOXLUSDT,SOXLUSDT,111.57,111.63,5.37779,1
1788022800000,2026-08-29T17:00:00Z,RSOXLUSDT,SOXLUSDT,111.57,111.65,7.170386,2
1788024600000,2026-08-29T17:30:00Z,RSOXLUSDT,SOXLUSDT,111.57,111.6,2.688895,0
1788024900000,2026-08-29T17:35:00Z,RSOXLUSDT,SOXLUSDT,111.57,111.62,4.481491,1
1788025200000,2026-08-29T17:40:00Z,RSOXLUSDT,SOXLUSDT,111.57,111.63,5.37779,2
1788027300000,2026-08-29T18:15:00Z,RSOXLUSDT,SOXLUSDT,111.55,111.68,11.653967,0
1788027600000,2026-08-29T18:20:00Z,RSOXLUSDT,SOXLUSDT,111.55,111.63,7.171672,1
1788027900000,2026-08-29T18:25:00Z,RSOXLUSDT,SOXLUSDT,111.55,111.63,7.171672,2
1788029100000,2026-08-29T18:45:00Z,RSOXLUSDT,SOXLUSDT,111.58,111.88,26.886539,0
1788029400000,2026-08-29T18:50:00Z,RSOXLUSDT,SOXLUSDT,111.58,111.95,33.160065,1
1788029700000,2026-08-29T18:55:00Z,RSOXLUSDT,SOXLUSDT,111.58,111.94,32.263847,2
1788031500000,2026-08-29T19:25:00Z,RSOXLUSDT,SOXLUSDT,111.61,111.92,27.775289,0
1788031800000,2026-08-29T19:30:00Z,RSOXLUSDT,SOXLUSDT,111.63,111.8,15.228881,0
1788032100000,2026-08-29T19:35:00Z,RSOXLUSDT,SOXLUSDT,111.89,112.11,19.662168,0
1788032400000,2026-08-29T19:40:00Z,RSOXLUSDT,SOXLUSDT,111.89,112.02,11.618554,1
1788032700000,2026-08-29T19:45:00Z,RSOXLUSDT,SOXLUSDT,111.89,112.01,10.724819,2
1788033300000,2026-08-29T19:55:00Z,RSOXLUSDT,SOXLUSDT,111.89,112.18,25.918313,0
1788033600000,2026-08-29T20:00:00Z,RSOXLUSDT,SOXLUSDT,111.89,112.23,30.386987,1
1788033900000,2026-08-29T20:05:00Z,RSOXLUSDT,SOXLUSDT,111.96,112.26,26.795284,0
1788034200000,2026-08-29T20:10:00Z,RSOXLUSDT,SOXLUSDT,111.96,112.29,29.474812,1
1788034500000,2026-08-29T20:15:00Z,RSOXLUSDT,SOXLUSDT,112.03,112.36,29.456396,0
1788034800000,2026-08-29T20:20:00Z,RSOXLUSDT,SOXLUSDT,112.03,112.35,28.563778,1
1788035100000,2026-08-29T20:25:00Z,RSOXLUSDT,SOXLUSDT,112.03,112.36,29.456396,2
1788035700000,2026-08-29T20:35:00Z,RSOXLUSDT,SOXLUSDT,112.0,112.38,33.928571,0
1788036000000,2026-08-29T20:40:00Z,RSOXLUSDT,SOXLUSDT,112.0,112.37,33.035714,1
1788036300000,2026-08-29T20:45:00Z,RSOXLUSDT,SOXLUSDT,112.0,112.39,34.821429,2
