ts_utc,ts_ms,date_cn,base,symbol,venue,bid,ask,mid,spread_bp,bid_sz,ask_sz,bid_depth_usd,ask_depth_usd,last,usdt_vol_24h
2026-09-12T16:00:14.009Z,1789228814009,2026-09-13,TWLO,RTWLOUSDT,spot,227.5,235.98,231.74,365.9273,1.0,50.0,227.5,11799.0,227.05,243399083.58571947
2026-09-12T16:00:14.009Z,1789228814009,2026-09-13,TWLO,TWLOUSDT,perp,228.24,229.43,228.835,52.0025,0.2,0.1,45.65,22.94,228.4,16241.1377
2026-09-12T16:00:14.009Z,1789228814009,2026-09-13,TXN,RTXNUSDT,spot,267.8,270.41,269.105,96.9882,100.0,100.0,26780.0,27041.0,269.19,1077718479.4041257
2026-09-12T16:00:14.009Z,1789228814009,2026-09-13,TXN,TXNUSDT,perp,267.88,268.05,267.96500000000003,6.3441,0.17,0.17,45.54,45.57,267.76,15080.2342
2026-09-12T16:00:14.009Z,1789228814009,2026-09-13,TZA,RTZAUSDT,spot,42.78,42.94,42.86,37.3308,185.0,1.0,7914.3,42.94,42.91,95542057.6006034
2026-09-12T16:00:14.009Z,1789228814009,2026-09-13,TZA,TZAUSDT,perp,42.907,42.939,42.923,7.4552,2.0,34.29,85.81,1472.38,42.907,43156.07536
2026-09-12T16:00:14.009Z,1789228814009,2026-09-13,UBER,RUBERUSDT,spot,71.6,71.84,71.72,33.4635,3.0,14.0,214.8,1005.76,71.69,1017831374.402718
2026-09-12T16:00:14.009Z,1789228814009,2026-09-13,UBER,UBERUSDT,perp,71.69,71.8,71.745,15.3321,6.97,24.33,499.68,1746.89,71.74,201466.3717
2026-09-12T16:00:14.009Z,1789228814009,2026-09-13,UNH,RUNHUSDT,spot,378.61,379.09,378.85,12.6699,15.0,50.0,5679.15,18954.5,378.65,2709582990.4381332
2026-09-12T16:00:14.009Z,1789228814009,2026-09-13,UNH,UNHUSDT,perp,378.85,378.92,378.885,1.8475,0.12,0.4,45.46,151.57,378.84,26634.8249
2026-09-12T16:00:14.009Z,1789228814009,2026-09-13,USAR,RUSARUSDT,spot,15.62,15.65,15.635,19.1877,1599.0,1500.0,24976.38,23475.0,15.64,147852298.0677974
2026-09-12T16:00:14.009Z,1789228814009,2026-09-13,USAR,USARUSDT,perp,15.68,15.69,15.684999999999999,6.3755,2.29,452.02,35.91,7092.19,15.69,48984.7157
2026-09-12T16:00:14.009Z,1789228814009,2026-09-13,UVXY,RUVXYUSDT,spot,16.48,18.14,17.310000000000002,958.9832,100.0,5.0,1648.0,90.7,18.15,87607764.20047355
2026-09-12T16:00:14.009Z,1789228814009,2026-09-13,UVXY,UVXYUSDT,perp,18.288,18.289,18.2885,0.5468,16.62,2.53,303.95,46.27,18.283,169261.9247
2026-09-12T16:00:14.009Z,1789228814009,2026-09-13,VALE,RVALEUSDT,spot,15.12,15.23,15.175,72.4876,150.0,100.0,2268.0,1523.0,15.22,216638383.10010237
2026-09-12T16:00:14.009Z,1789228814009,2026-09-13,VALE,VALEUSDT,perp,15.157,15.238,15.1975,53.2982,747.86,114.15,11335.31,1739.42,15.19,4153.24579
2026-09-12T16:00:14.009Z,1789228814009,2026-09-13,VEEV,RVEEVUSDT,spot,258.57,265.0,261.78499999999997,245.6214,2.0,2.0,517.14,530.0,262.3,187569418.54951826
2026-09-12T16:00:14.009Z,1789228814009,2026-09-13,VEEV,VEEVUSDT,perp,263.59,264.29,263.94,26.5212,0.02,0.12,5.27,31.71,264.28,7581.7385
2026-09-12T16:00:14.009Z,1789228814009,2026-09-13,VOO,RVOOUSDT,spot,702.91,703.43,703.17,7.3951,0.6384,0.7276,448.74,511.82,703.43,2263.095836
2026-09-12T16:00:14.009Z,1789228814009,2026-09-13,VOO,VOOUSDT,perp,702.91,703.23,703.0699999999999,4.5515,2.17,2.68,1525.31,1884.66,701.29,4157.91
2026-09-12T16:00:14.009Z,1789228814009,2026-09-13,VRT,RVRTUSDT,spot,256.48,256.64,256.56,6.2364,45.2253,1.7802,11599.38,456.87,256.64,18015.645365
2026-09-12T16:00:14.009Z,1789228814009,2026-09-13,VRT,VRTUSDT,perp,256.25,256.55,256.4,11.7005,455.7,0.19,116773.12,48.74,256.41,98589.7424
2026-09-12T16:00:14.009Z,1789228814009,2026-09-13,VST,RVSTUSDT,spot,148.59,148.96,148.775,24.8698,2.0,3.0,297.18,446.88,148.92,344722597.98598766
2026-09-12T16:00:14.009Z,1789228814009,2026-09-13,VST,VSTUSDT,perp,149.07,149.13,149.1,4.0241,24.77,0.12,3692.46,17.9,149.13,72165.0499
2026-09-12T16:00:14.009Z,1789228814009,2026-09-13,V,RVUSDT,spot,370.36,371.96,371.15999999999997,43.1081,7.0,4.0,2592.52,1487.84,371.03,1045426433.7759637
2026-09-12T16:00:14.009Z,1789228814009,2026-09-13,V,VUSDT,perp,370.87,371.25,371.06,10.2409,0.12,0.12,44.5,44.55,371.08,7290.7184
2026-09-12T16:00:14.009Z,1789228814009,2026-09-13,WDC,RWDCUSDT,spot,446.94,447.74,447.34000000000003,17.8835,23.717,53.1656,10600.08,23804.37,446.94,1471362589.5762916
2026-09-12T16:00:14.009Z,1789228814009,2026-09-13,WDC,WDCUSDT,perp,447.45,447.53,447.49,1.7877,2.47,0.1,1105.2,44.75,447.43,222978.7411
2026-09-12T16:00:14.009Z,1789228814009,2026-09-13,WMT,RWMTUSDT,spot,107.06,107.1,107.08,3.7355,90.0,68.0,9635.4,7282.8,107.08,1449658031.0538814
2026-09-12T16:00:14.009Z,1789228814009,2026-09-13,WMT,WMTUSDT,perp,106.79,106.86,106.825,6.5528,0.43,37.4,45.92,3996.56,106.81,47285.8615
2026-09-12T16:00:14.009Z,1789228814009,2026-09-13,XBI,RXBIUSDT,spot,155.0,156.9,155.95,121.8339,14.0,1.0,2170.0,156.9,156.36,883820401.8630311
2026-09-12T16:00:14.009Z,1789228814009,2026-09-13,XBI,XBIUSDT,perp,155.83,155.91,155.87,5.1325,0.06,1.0,9.35,155.91,155.9,14210.7151
2026-09-12T16:00:14.009Z,1789228814009,2026-09-13,XLK,RXLKUSDT,spot,180.5,187.72,184.11,392.1569,1.0,1.0,180.5,187.72,187.66,735592601.9675788
2026-09-12T16:00:14.009Z,1789228814009,2026-09-13,XLK,XLKUSDT,perp,187.78,188.49,188.135,37.7389,0.02,0.02,3.76,3.77,188.07,10003.7507
2026-09-12T16:00:14.009Z,1789228814009,2026-09-13,XLU,RXLUUSDT,spot,42.23,43.62,42.925,323.8206,2.0,45.0,84.46,1962.9,42.53,471042644.2449562
2026-09-12T16:00:14.009Z,1789228814009,2026-09-13,XLU,XLUUSDT,perp,42.602,42.742,42.672,32.8084,0.19,0.19,8.09,8.12,42.656,7745.22803
2026-09-12T16:00:14.009Z,1789228814009,2026-09-13,XLV,RXLVUSDT,spot,165.0,179.72,172.36,854.0265,102.0,100.0,16830.0,17972.0,165.7,635932005.9427953
2026-09-12T16:00:14.009Z,1789228814009,2026-09-13,XLV,XLVUSDT,perp,165.44,166.1,165.76999999999998,39.8142,0.6,0.02,99.26,3.32,165.62,3964.9534
2026-09-12T16:00:44.018Z,1789228844018,2026-09-13,XOM,RXOMUSDT,spot,166.0,166.52,166.26,31.2763,8.0,1.0,1328.0,166.52,166.18,1363549038.8478036
2026-09-12T16:00:44.018Z,1789228844018,2026-09-13,XOM,XOMUSDT,perp,166.64,166.71,166.675,4.1998,0.12,10.5,20.0,1750.46,166.44,46115.9478
2026-09-12T16:00:44.018Z,1789228844018,2026-09-13,ZM,RZMUSDT,spot,95.57,95.9,95.735,34.4702,50.0,50.0,4778.5,4795.0,95.75,165628106.884831
2026-09-12T16:00:44.018Z,1789228844018,2026-09-13,ZM,ZMUSDT,perp,95.38,95.54,95.46000000000001,16.7609,0.54,0.54,51.51,51.59,95.46,29881.6432
2026-09-12T16:00:44.018Z,1789228844018,2026-09-13,ZS,RZSUSDT,spot,163.8,165.1,164.45,79.0514,6.0,20.0,982.8,3302.0,164.55,236471164.12555763
2026-09-12T16:00:44.018Z,1789228844018,2026-09-13,ZS,ZSUSDT,perp,165.73,165.98,165.855,15.0734,25.38,14.77,4206.23,2451.52,165.56,137131.5607
2026-09-12T16:00:44.018Z,1789228844018,2026-09-13,AAL,RAALUSDT,spot,13.03,13.04,13.035,7.6717,11980.0,20.0,156099.4,260.8,13.04,586481135.5703322
2026-09-12T16:00:44.018Z,1789228844018,2026-09-13,AAL,AALUSDT,perp,13.032,13.082,13.057,38.2936,252.1,19.49,3285.37,254.97,13.084,12876.13858
2026-09-12T16:00:44.018Z,1789228844018,2026-09-13,AAOI,RAAOIUSDT,spot,104.85,105.38,105.115,50.421,1.95,1.4625,204.46,154.12,105.38,229919029.2919525
2026-09-12T16:00:44.018Z,1789228844018,2026-09-13,AAOI,AAOIUSDT,perp,105.18,105.21,105.195,2.8518,0.42,81.8,44.18,8606.18,105.21,352280.1429
2026-09-12T16:00:44.018Z,1789228844018,2026-09-13,AAPL,RAAPLUSDT,spot,331.49,332.86,332.175,41.2433,0.7644,0.4998,253.39,166.36,331.45,11361.399412
2026-09-12T16:00:44.018Z,1789228844018,2026-09-13,AAPL,AAPLUSDT,perp,333.53,333.54,333.53499999999997,0.2998,374.35,0.39,124856.96,130.08,333.58,1426916.6582
2026-09-12T16:00:44.018Z,1789228844018,2026-09-13,ABNB,RABNBUSDT,spot,169.57,170.65,170.11,63.4883,37.5479,31.8264,6367.0,5431.18,169.72,425274282.1746304
2026-09-12T16:00:44.018Z,1789228844018,2026-09-13,ABNB,ABNBUSDT,perp,169.56,170.05,169.805,28.8566,34.75,5.65,5892.21,960.78,169.56,187486.0984
2026-09-12T16:00:44.018Z,1789228844018,2026-09-13,ACHR,RACHRUSDT,spot,5.57,5.59,5.58,35.8423,1026.0,288.0,5714.82,1609.92,5.58,71157099.09166549
2026-09-12T16:00:44.018Z,1789228844018,2026-09-13,ACHR,ACHRUSDT,perp,5.57,5.595,5.5825,44.7828,1356.09,202.88,7553.42,1135.11,5.582,6641.18113
2026-09-12T16:00:44.018Z,1789228844018,2026-09-13,ADBE,RADBEUSDT,spot,252.15,252.8,252.47500000000002,25.7451,1.0,1.9278,252.15,487.35,252.73,3017.590125
2026-09-12T16:00:44.018Z,1789228844018,2026-09-13,ADBE,ADBEUSDT,perp,253.65,253.84,253.745,7.4878,0.18,462.39,45.66,117373.08,253.77,111274.9802
2026-09-12T16:00:44.018Z,1789228844018,2026-09-13,ADI,RADIUSDT,spot,378.66,380.0,379.33000000000004,35.3254,1.0,5.0,378.66,1900.0,378.0,1161547040.9491675
2026-09-12T16:00:44.018Z,1789228844018,2026-09-13,ADI,ADIUSDT,perp,378.98,380.15,379.565,30.8248,0.36,5.23,136.43,1988.18,380.07,7734.376
2026-09-12T16:00:44.018Z,1789228844018,2026-09-13,AEHR,RAEHRUSDT,spot,94.78,95.43,95.105,68.3455,10.0463,2.7794,952.19,265.24,94.8,117210138.43796669
2026-09-12T16:00:44.018Z,1789228844018,2026-09-13,AEHR,AEHRUSDT,perp,95.28,95.37,95.325,9.4414,0.49,1226.85,46.69,117004.68,95.36,68872.5778
2026-09-12T16:00:44.018Z,1789228844018,2026-09-13,ALAB,RALABUSDT,spot,290.5,291.75,291.125,42.9369,2.0,2.0,581.0,583.5,290.15,497333045.0802701
2026-09-12T16:00:44.018Z,1789228844018,2026-09-13,ALAB,ALABUSDT,perp,290.52,290.77,290.645,8.6016,9.82,0.16,2852.91,46.52,290.66,15393.7948
2026-09-12T16:00:44.018Z,1789228844018,2026-09-13,AMAT,RAMATUSDT,spot,456.94,458.21,457.575,27.755,0.3181,0.3744,145.35,171.55,458.18,200.16573
2026-09-12T16:00:44.018Z,1789228844018,2026-09-13,AMAT,AMATUSDT,perp,457.53,457.63,457.58,2.1854,7.41,0.1,3390.3,45.76,457.6,43773.3384
2026-09-12T16:00:44.018Z,1789228844018,2026-09-13,AMC,RAMCUSDT,spot,2.46,2.52,2.49,240.9639,6030.0,80.0,14833.8,201.6,2.48,22319645.135804594
2026-09-12T16:00:44.018Z,1789228844018,2026-09-13,AMC,AMCUSDT,perp,2.4588,2.468,2.4634,37.3468,20.02,42.3,49.23,104.4,2.4607,24222.476817
2026-09-12T16:00:44.018Z,1789228844018,2026-09-13,AMD,RAMDUSDT,spot,516.82,517.04,516.9300000000001,4.2559,0.3936,0.5952,203.42,307.74,517.18,11679.714381
2026-09-12T16:00:44.018Z,1789228844018,2026-09-13,AMD,AMDUSDT,perp,518.09,518.1,518.095,0.193,0.03,0.12,15.54,62.17,518.07,576975.2118
2026-09-12T16:00:44.018Z,1789228844018,2026-09-13,AMGN,RAMGNUSDT,spot,377.77,378.22,377.995,11.9049,1.0,44.0,377.77,16641.68,378.21,667663166.8506662
2026-09-12T16:00:44.018Z,1789228844018,2026-09-13,AMGN,AMGNUSDT,perp,379.66,379.71,379.685,1.3169,1.63,0.03,618.85,11.39,379.64,19726.2529
2026-09-12T16:00:44.018Z,1789228844018,2026-09-13,AMKR,RAMKRUSDT,spot,51.6,51.7,51.650000000000006,19.3611,5.0,59.0,258.0,3050.3,51.64,118075474.95040315
2026-09-12T16:00:44.018Z,1789228844018,2026-09-13,AMKR,AMKRUSDT,perp,51.72,51.73,51.724999999999994,1.9333,0.93,32.47,48.1,1679.67,51.74,9522.191
2026-09-12T16:00:44.018Z,1789228844018,2026-09-13,AMZN,RAMZNUSDT,spot,256.64,256.79,256.71500000000003,5.8431,0.9373,0.9296,240.55,238.71,256.65,532.144627
2026-09-12T16:00:44.018Z,1789228844018,2026-09-13,AMZN,AMZNUSDT,perp,256.72,256.73,256.725,0.3895,1.11,0.1,284.96,25.67,256.73,411645.7418
2026-09-12T16:00:44.018Z,1789228844018,2026-09-13,ANET,RANETUSDT,spot,198.07,199.65,198.86,79.4529,10.0,10.0,1980.7,1996.5,199.56,619427343.6864009
2026-09-12T16:00:44.018Z,1789228844018,2026-09-13,ANET,ANETUSDT,perp,198.38,198.87,198.625,24.6696,0.08,0.03,15.87,5.97,198.52,22205.8423
2026-09-12T16:00:44.018Z,1789228844018,2026-09-13,APD,RAPDUSDT,spot,291.45,294.57,293.01,106.481,1.0,57.0,291.45,16790.49,291.73,258886583.84994143
2026-09-12T16:00:44.018Z,1789228844018,2026-09-13,APD,APDUSDT,perp,291.83,293.29,292.56,49.9043,0.34,0.02,99.22,5.87,293.24,4166.4079
2026-09-12T16:00:44.018Z,1789228844018,2026-09-13,APLD,RAPLDUSDT,spot,26.45,26.49,26.47,15.1114,1033.58,691.5519,27338.19,18319.21,26.47,159902209.7720817
2026-09-12T16:00:44.018Z,1789228844018,2026-09-13,APLD,APLDUSDT,perp,26.49,26.5,26.494999999999997,3.7743,142.14,311.29,3765.29,8249.19,26.49,28255.6319
2026-09-12T16:00:44.018Z,1789228844018,2026-09-13,APP,RAPPUSDT,spot,323.03,323.54,323.28499999999997,15.7756,22.356,17.6283,7221.66,5703.46,323.54,944632887.4755845
2026-09-12T16:00:44.018Z,1789228844018,2026-09-13,APP,APPUSDT,perp,319.94,320.4,320.16999999999996,14.3674,0.14,5.21,44.79,1669.28,320.19,134792.1821
2026-09-12T16:00:44.018Z,1789228844018,2026-09-13,ARM,RARMUSDT,spot,264.83,266.2,265.515,51.5978,0.84,1.3944,222.46,371.19,266.14,838852765.5215609
2026-09-12T16:00:44.018Z,1789228844018,2026-09-13,ARM,ARMUSDT,perp,267.03,267.06,267.04499999999996,1.1234,135.64,81.55,36219.95,21778.74,266.97,706759.3575
2026-09-12T16:00:44.018Z,1789228844018,2026-09-13,ASML,RASMLUSDT,spot,1699.3,1701.98,1700.6399999999999,15.7588,0.09967,0.1296,169.37,220.58,1701.85,114.711846
2026-09-12T16:00:44.018Z,1789228844018,2026-09-13,ASML,ASMLUSDT,perp,1702.11,1702.15,1702.13,0.235,0.02,0.88,34.04,1497.89,1702.63,14198.3694
2026-09-12T16:01:14.031Z,1789228874031,2026-09-13,ASTS,RASTSUSDT,spot,59.73,59.91,59.81999999999999,30.0903,2.904,2.52,173.46,150.97,59.89,236266086.7910473
2026-09-12T16:01:14.031Z,1789228874031,2026-09-13,ASTS,ASTSUSDT,perp,59.92,59.96,59.94,6.6733,0.76,12.48,45.54,748.3,60.0,43310.2711
2026-09-12T16:01:14.031Z,1789228874031,2026-09-13,ASX,RASXUSDT,spot,37.5,39.89,38.695,617.6509,100.0,70.0,3750.0,2792.3,39.18,143841169.87533343
2026-09-12T16:01:14.031Z,1789228874031,2026-09-13,ASX,ASXUSDT,perp,39.12,39.22,39.17,25.5297,1.21,0.24,47.34,9.41,39.22,40204.0887
2026-09-12T16:01:14.031Z,1789228874031,2026-09-13,AVAV,RAVAVUSDT,spot,145.5,146.32,145.91,56.199,50.0,37.0,7275.0,5413.84,145.97,377918556.7806575
2026-09-12T16:01:14.031Z,1789228874031,2026-09-13,AVAV,AVAVUSDT,perp,146.49,146.51,146.5,1.3652,0.16,6.5,23.44,952.31,146.51,93279.9082
2026-09-12T16:01:14.031Z,1789228874031,2026-09-13,AVGO,RAVGOUSDT,spot,361.0,362.01,361.505,27.9388,8.6849,0.3473,3135.25,125.73,362.01,129.959344
2026-09-12T16:01:14.031Z,1789228874031,2026-09-13,AVGO,AVGOUSDT,perp,361.94,361.95,361.945,0.2763,17.12,0.12,6196.41,43.43,361.97,527576.0188
2026-09-12T16:01:14.031Z,1789228874031,2026-09-13,AXTI,RAXTIUSDT,spot,64.32,64.37,64.345,7.7706,7.848,2.916,504.78,187.7,64.21,193017399.6449663
2026-09-12T16:01:14.031Z,1789228874031,2026-09-13,AXTI,AXTIUSDT,perp,64.65,64.67,64.66,3.0931,0.71,32.86,45.9,2125.06,64.69,317892.9847
2026-09-12T16:01:14.031Z,1789228874031,2026-09-13,BABA,RBABAUSDT,spot,109.15,109.2,109.17500000000001,4.5798,19.3458,2.3543,2111.59,257.09,109.15,919.699214
2026-09-12T16:01:14.031Z,1789228874031,2026-09-13,BABA,BABAUSDT,perp,109.34,109.36,109.35,1.829,37.38,1.82,4087.13,199.04,109.35,94435.5617
2026-09-12T16:01:14.031Z,1789228874031,2026-09-13,BAC,RBACUSDT,spot,62.52,62.76,62.64,38.3142,500.0,8.0,31260.0,502.08,62.7,1468385747.9277663
2026-09-12T16:01:14.031Z,1789228874031,2026-09-13,BAC,BACUSDT,perp,62.67,62.82,62.745000000000005,23.9063,0.13,67.97,8.15,4269.88,62.87,8334.5706
2026-09-12T16:01:14.031Z,1789228874031,2026-09-13,BA,RBAUSDT,spot,210.44,211.04,210.74,28.4711,4.0,2.0,841.76,422.08,210.35,570642028.9711808
2026-09-12T16:01:14.031Z,1789228874031,2026-09-13,BA,BAUSDT,perp,211.23,211.34,211.285,5.2062,15.53,8.35,3280.4,1764.69,211.27,69072.2776
2026-09-12T16:01:14.031Z,1789228874031,2026-09-13,BE,RBEUSDT,spot,275.68,276.44,276.06,27.5302,0.9402,0.0033,259.19,0.91,275.68,744052.371344
2026-09-12T16:01:14.031Z,1789228874031,2026-09-13,BE,BEUSDT,perp,276.47,276.51,276.49,1.4467,0.17,8.23,47.0,2275.68,276.67,303338.8207
2026-09-12T16:01:14.031Z,1789228874031,2026-09-13,BITO,RBITOUSDT,spot,10.36,10.38,10.370000000000001,19.2864,18900.0,22000.0,195804.0,228360.0,10.37,495825449.84940594
2026-09-12T16:01:14.031Z,1789228874031,2026-09-13,BITO,BITOUSDT,perp,10.392,10.399,10.395499999999998,6.7337,2.64,429.43,27.43,4465.64,10.425,12446.76659
2026-09-12T16:01:14.031Z,1789228874031,2026-09-13,BKNG,RBKNGUSDT,spot,174.01,174.4,174.20499999999998,22.3874,1.0,1.0,174.01,174.4,174.49,933393346.1187615
2026-09-12T16:01:14.031Z,1789228874031,2026-09-13,BKNG,BKNGUSDT,perp,174.39,174.51,174.45,6.8788,0.15,18.97,26.16,3310.45,174.43,4005.3744
2026-09-12T16:01:14.031Z,1789228874031,2026-09-13,BMNR,RBMNRUSDT,spot,24.93,24.98,24.955,20.0361,9.0,100.0,224.37,2498.0,24.99,823608360.4562749
2026-09-12T16:01:14.031Z,1789228874031,2026-09-13,BMNR,BMNRUSDT,perp,25.149,25.155,25.152,2.3855,86.62,107.71,2178.41,2709.45,25.154,486558.49988
2026-09-12T16:01:14.031Z,1789228874031,2026-09-13,BOTZ,RBOTZUSDT,spot,35.0,35.51,35.254999999999995,144.6603,2.0,100.0,70.0,3551.0,35.42,34444263.20755737
2026-09-12T16:01:14.031Z,1789228874031,2026-09-13,BOTZ,BOTZUSDT,perp,34.991,35.515,35.253,148.6398,56.0,2.11,1959.5,74.94,34.996,3961.81685
2026-09-12T16:01:14.031Z,1789228874031,2026-09-13,BSP,RBSPUSDT,spot,38.91,41.58,40.245,663.4365,120.0,100.0,4669.2,4158.0,39.1,70097528.22278723
2026-09-12T16:01:14.031Z,1789228874031,2026-09-13,BSP,BSPUSDT,perp,38.952,39.058,39.004999999999995,27.176,2.14,0.25,83.36,9.76,39.007,84629.94051
2026-09-12T16:01:14.031Z,1789228874031,2026-09-13,BX,RBXUSDT,spot,128.03,135.0,131.515,529.9776,10.0,40.0,1280.3,5400.0,128.8,283010838.2942627
2026-09-12T16:01:14.031Z,1789228874031,2026-09-13,BX,BXUSDT,perp,128.04,128.1,128.07,4.6849,27.18,0.35,3480.13,44.83,128.23,21835.9575
2026-09-12T16:01:14.031Z,1789228874031,2026-09-13,BZ,RBZUSDT,spot,16.39,16.75,16.57,217.2601,2.0,20.0,32.78,335.0,16.44,110721379.81341274
2026-09-12T16:01:14.031Z,1789228874031,2026-09-13,BZ,BZUSDT,perp,99.87,99.88,99.875,1.0013,2985.58,6.59,298169.87,658.21,99.89,11240462.0799
2026-09-12T16:01:14.031Z,1789228874031,2026-09-13,CBRS,RCBRSUSDT,spot,191.7,191.99,191.845,15.1164,1.0,3.0,191.7,575.97,191.76,434576770.21732235
2026-09-12T16:01:14.031Z,1789228874031,2026-09-13,CBRS,CBRSUSDT,perp,192.4,192.41,192.405,0.5197,228.17,0.24,43899.91,46.18,192.47,356655.2349
2026-09-12T16:01:14.031Z,1789228874031,2026-09-13,CCL,RCCLUSDT,spot,22.75,22.9,22.825,65.7174,117.0,1.0,2661.75,22.9,22.77,235160779.55871224
2026-09-12T16:01:14.031Z,1789228874031,2026-09-13,CCL,CCLUSDT,perp,22.926,22.93,22.927999999999997,1.7446,173.46,5.63,3976.74,129.1,22.814,23967.01372
2026-09-12T16:01:14.031Z,1789228874031,2026-09-13,CGNX,RCGNXUSDT,spot,63.5,65.0,64.25,233.463,15.0,20.0,952.5,1300.0,64.22,110627945.33553477
2026-09-12T16:01:14.031Z,1789228874031,2026-09-13,CGNX,CGNXUSDT,perp,64.1,65.0,64.55,139.4268,1.29,0.54,82.69,35.1,65.13,11321.0499
2026-09-12T16:01:14.031Z,1789228874031,2026-09-13,CIEN,RCIENUSDT,spot,347.5,349.0,348.25,43.0725,200.0,2.0,69500.0,698.0,349.0,412748694.5084399
2026-09-12T16:01:14.031Z,1789228874031,2026-09-13,CIEN,CIENUSDT,perp,350.51,350.89,350.7,10.8355,0.4,0.23,140.2,80.7,351.09,36839.5582
2026-09-12T16:01:14.031Z,1789228874031,2026-09-13,CL,RCLUSDT,spot,86.48,86.91,86.695,49.5992,10.0,44.0,864.8,3824.04,87.0,365360862.81039697
2026-09-12T16:01:14.031Z,1789228874031,2026-09-13,CL,CLUSDT,perp,95.669,95.67,95.6695,0.1045,5492.35,3.85,525447.63,368.33,95.686,18824555.31727
2026-09-12T16:01:14.031Z,1789228874031,2026-09-13,CMCSA,RCMCSAUSDT,spot,24.88,25.3,25.09,167.3974,682.0,106.0,16968.16,2681.8,25.16,344212887.26638454
2026-09-12T16:01:14.031Z,1789228874031,2026-09-13,CMCSA,CMCSAUSDT,perp,25.307,25.314,25.310499999999998,2.7657,0.91,69.2,23.03,1751.73,25.184,7980.74306
2026-09-12T16:01:14.031Z,1789228874031,2026-09-13,COHR,RCOHRUSDT,spot,305.33,305.76,305.54499999999996,14.0732,0.546,0.5691,166.71,174.01,305.15,4001.183638
2026-09-12T16:01:14.031Z,1789228874031,2026-09-13,COHR,COHRUSDT,perp,305.98,305.99,305.985,0.3268,3.88,0.27,1187.2,82.62,305.99,256426.9589
2026-09-12T16:01:14.031Z,1789228874031,2026-09-13,COIN,RCOINUSDT,spot,176.03,176.12,176.075,5.1115,2.8831,36.0,507.51,6340.32,176.1,737283293.0832555
2026-09-12T16:01:14.031Z,1789228874031,2026-09-13,COIN,COINUSDT,perp,176.38,176.41,176.39499999999998,1.7007,0.5,49.55,88.19,8741.12,176.39,1147314.7403
2026-09-12T16:01:44.034Z,1789228904034,2026-09-13,CONL,RCONLUSDT,spot,5.3,5.32,5.3100000000000005,37.6648,500.0,14.0,2650.0,74.48,5.31,29936719.668023292
2026-09-12T16:01:44.034Z,1789228904034,2026-09-13,CONL,CONLUSDT,perp,5.354,5.358,5.356,7.4683,217.34,846.45,1163.64,4535.28,5.359,91655.6806
2026-09-12T16:01:44.034Z,1789228904034,2026-09-13,COP,RCOPUSDT,spot,137.09,137.7,137.39499999999998,44.3975,5.0,1.0,685.45,137.7,137.43,602346514.7848904
2026-09-12T16:01:44.034Z,1789228904034,2026-09-13,COP,COPUSDT,perp,137.36,137.73,137.54500000000002,26.9003,22.27,29.03,3059.01,3998.3,137.3,84089.3508
2026-09-12T16:01:44.034Z,1789228904034,2026-09-13,COST,RCOSTUSDT,spot,904.5,905.0,904.75,5.5264,2.0,30.0,1809.0,27150.0,904.99,1334279857.7683828
2026-09-12T16:01:44.034Z,1789228904034,2026-09-13,COST,COSTUSDT,perp,904.82,904.87,904.845,0.5526,9.69,7.69,8767.71,6958.45,904.82,4905.4622
