ts_utc,ts_ms,date_cn,base,symbol,venue,side,level,price,size,notional_usd,cum_notional_usd
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,SOXL,SOXLUSDT,perp,ask,1,122.75,317.5,38973.125,38973.125
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,SOXL,SOXLUSDT,perp,ask,2,122.76,578.97,71074.3572,110047.4822
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,SOXL,SOXLUSDT,perp,ask,3,122.77,732.66,89948.6682,199996.1504
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,SOXL,SOXLUSDT,perp,ask,4,122.78,558.74,68602.0972,268598.2476
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,SOXL,SOXLUSDT,perp,ask,5,122.79,275.31,33805.3149,302403.5625
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,HOOD,RHOODUSDT,spot,bid,1,112.14,2.0344,228.1376,228.1376
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,HOOD,RHOODUSDT,spot,bid,2,112.12,2.256,252.9427,481.0803
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,HOOD,RHOODUSDT,spot,bid,3,112.11,2.256,252.9202,734.0005
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,HOOD,RHOODUSDT,spot,bid,4,112.08,2.6399,295.88,1029.8805
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,HOOD,RHOODUSDT,spot,bid,5,112.07,4.8479,543.3042,1573.1846
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,HOOD,RHOODUSDT,spot,ask,1,112.37,1.432,160.9138,160.9138
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,HOOD,RHOODUSDT,spot,ask,2,112.39,3.1427,353.2081,514.1219
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,HOOD,RHOODUSDT,spot,ask,3,112.41,2.28,256.2948,770.4167
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,HOOD,RHOODUSDT,spot,ask,4,112.42,3.1051,349.0753,1119.492
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,HOOD,RHOODUSDT,spot,ask,5,112.44,4.3972,494.4212,1613.9132
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,HOOD,HOODUSDT,perp,bid,1,112.47,35.5,3992.685,3992.685
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,HOOD,HOODUSDT,perp,bid,2,112.46,2.78,312.6388,4305.3238
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,HOOD,HOODUSDT,perp,bid,3,112.43,42.72,4803.0096,9108.3334
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,HOOD,HOODUSDT,perp,bid,4,112.39,8.96,1007.0144,10115.3478
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,HOOD,HOODUSDT,perp,bid,5,112.38,77.09,8663.3742,18778.722
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,HOOD,HOODUSDT,perp,ask,1,112.48,1157.84,130233.8432,130233.8432
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,HOOD,HOODUSDT,perp,ask,2,112.49,151.83,17079.3567,147313.1999
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,HOOD,HOODUSDT,perp,ask,3,112.5,147.68,16614.0,163927.1999
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,HOOD,HOODUSDT,perp,ask,4,112.51,279.81,31481.4231,195408.623
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,HOOD,HOODUSDT,perp,ask,5,112.52,218.44,24578.8688,219987.4918
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,MRVL,RMRVLUSDT,spot,bid,1,236.13,1.068,252.1868,252.1868
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,MRVL,RMRVLUSDT,spot,bid,2,236.0,0.723,170.628,422.8148
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,MRVL,RMRVLUSDT,spot,bid,3,235.98,1.188,280.3442,703.1591
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,MRVL,RMRVLUSDT,spot,bid,4,235.95,0.8061,190.1993,893.3584
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,MRVL,RMRVLUSDT,spot,bid,5,235.94,3.4439,812.5538,1705.9121
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,MRVL,RMRVLUSDT,spot,ask,1,237.01,0.96,227.5296,227.5296
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,MRVL,RMRVLUSDT,spot,ask,2,237.03,1.416,335.6345,563.1641
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,MRVL,RMRVLUSDT,spot,ask,3,237.04,1.068,253.1587,816.3228
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,MRVL,RMRVLUSDT,spot,ask,4,237.06,1.38,327.1428,1143.4656
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,MRVL,RMRVLUSDT,spot,ask,5,237.09,0.9239,219.0475,1362.5131
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,MRVL,MRVLUSDT,perp,bid,1,237.43,0.28,66.4804,66.4804
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,MRVL,MRVLUSDT,perp,bid,2,237.41,0.22,52.2302,118.7106
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,MRVL,MRVLUSDT,perp,bid,3,237.4,0.78,185.172,303.8826
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,MRVL,MRVLUSDT,perp,bid,4,237.39,6.83,1621.3737,1925.2563
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,MRVL,MRVLUSDT,perp,bid,5,237.38,29.03,6891.1414,8816.3977
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,MRVL,MRVLUSDT,perp,ask,1,237.44,386.24,91708.8256,91708.8256
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,MRVL,MRVLUSDT,perp,ask,2,237.45,3.81,904.6845,92613.5101
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,MRVL,MRVLUSDT,perp,ask,3,237.46,0.08,18.9968,92632.5069
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,MRVL,MRVLUSDT,perp,ask,4,237.47,135.76,32238.9272,124871.4341
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,MRVL,MRVLUSDT,perp,ask,5,237.48,120.47,28609.2156,153480.6497
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,TSLA,RTSLAUSDT,spot,bid,1,364.99,28.439,10379.9506,10379.9506
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,TSLA,RTSLAUSDT,spot,bid,2,364.96,44.64,16291.8144,26671.765
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,TSLA,RTSLAUSDT,spot,bid,3,364.86,38.88,14185.7568,40857.5218
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,TSLA,RTSLAUSDT,spot,bid,4,364.81,29.52,10769.1912,51626.713
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,TSLA,RTSLAUSDT,spot,bid,5,364.8,39.96,14577.408,66204.121
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,TSLA,RTSLAUSDT,spot,ask,1,365.45,28.7295,10499.1958,10499.1958
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,TSLA,RTSLAUSDT,spot,ask,2,365.54,42.12,15396.5448,25895.7406
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,TSLA,RTSLAUSDT,spot,ask,3,365.56,41.04,15002.5824,40898.323
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,TSLA,RTSLAUSDT,spot,ask,4,365.59,69.84,25532.8056,66431.1286
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,TSLA,RTSLAUSDT,spot,ask,5,365.61,38.16,13951.6776,80382.8062
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,AAPL,AAPLUSDT,perp,bid,1,333.7,248.01,82760.937,82760.937
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,AAPL,AAPLUSDT,perp,bid,2,333.68,265.77,88682.1336,171443.0706
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,AAPL,AAPLUSDT,perp,bid,3,333.67,0.41,136.8047,171579.8753
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,AAPL,AAPLUSDT,perp,bid,4,333.66,0.83,276.9378,171856.8131
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,AAPL,AAPLUSDT,perp,bid,5,333.65,0.22,73.403,171930.2161
